date,code,position,pl_lc,pl_atr,x1,x2,x3,x4,x5,x6,x7,x8
2016/12/16,5218_5year,l,0.7346938775510204,1.9672131147540983,1.9125683060109289,13.976570545829043,3,0,1,0,0,0.008540095123999926
2017/02/16,5218_5year,s,-0.2658959537572254,-0.998914223669924,0.8686210640608035,4.376406891376951,0,60,0,1,1,-0.000327708949180881
2017/02/27,5218_5year,l,0.12626262626262627,0.3728560775540642,0.8650260999254288,4.988602345445058,2,0,0,0,0,-0.007935783575007621
2017/03/08,5218_5year,l,0.41025641025641024,0.19512195121951217,0.34146341463414637,1.1740126302830864,4,10,0,0,1,-0.001841383570743745
2017/03/21,5218_5year,l,2.0,1.444043321299639,0.6064981949458483,2.1944139564438796,3,13,3,0,1,-0.005380709255752266
2017/03/22,5218_5year,s,-1.0,-0.5065023956194388,0.43805612594113624,0.9982820511106506,0,60,0,1,1,-0.01589545165780227
2017/04/07,5218_5year,l,-1.0,-0.7710843373493976,0.4497991967871486,0.7441783179433618,0,36,0,0,1,0.006340787199697062
2017/04/18,5218_5year,l,-0.5517241379310345,-0.274442538593482,0.411663807890223,0.3939430910840891,1,43,0,0,1,0.00774273968333887
2017/04/20,5218_5year,l,0.75,0.40737148399612033,0.42677012609117365,1.5290876917744496,1,45,0,0,0,0.0007698484174433161
2017/04/21,5218_5year,l,1.4901960784313726,1.4685990338164252,0.5797101449275363,4.199248792702558,1,41,0,0,0,0.008753429778589615
2017/04/26,5218_5year,l,0.6470588235294118,0.5908683974932856,0.39391226499552373,1.828405430280718,2,38,0,0,0,0.005534261423225894
2017/05/08,5218_5year,l,0.6888888888888889,0.5944391179290508,0.6327900287631831,0.6819796353303339,3,42,1,0,1,0.013540782795167964
2017/05/15,5218_5year,s,0.2894736842105263,0.23012552301255232,0.6276150627615064,0.4678249987967464,5,20,0,0,0,-0.006560081271782816
2017/05/18,5218_5year,s,0.0,0.0,0.6479481641468683,0.6387994974960849,4,20,0,0,1,-0.013014966530203535
2017/06/01,5218_5year,l,0.1411764705882353,0.374414976599064,1.809672386895476,6.537832900682627,12,21,0,0,0,0.0021164780461839093
2017/06/13,5218_5year,l,0.2222222222222222,0.365296803652968,0.76103500761035,2.3885694196820935,5,16,2,0,0,-0.0024496975675814365
2017/06/15,5218_5year,l,-0.45652173913043476,-0.6422018348623852,0.7951070336391437,4.730855735246867,3,10,1,0,0,-0.0034189117419853006
2017/06/16,5218_5year,l,1.126984126984127,2.0402298850574714,1.6954022988505748,5.18721363115693,2,10,1,0,1,0.005008617464257025
2017/06/21,5218_5year,l,-0.375,-0.5343511450381679,1.0941475826972011,0.9768658658521552,1,5,0,0,1,-0.0018907179834714175
2017/06/30,5218_5year,s,-0.6046511627906976,-0.5514316012725344,0.6362672322375398,0.51165448731199,2,51,1,0,0,-0.00962745359861121
2017/07/18,5218_5year,l,0.1791044776119403,0.2507836990595611,0.8150470219435736,1.4426665681238684,2,8,0,0,0,-0.002209369715779161
2017/07/25,5218_5year,l,1.7173913043478262,1.8265895953757225,0.8092485549132948,6.023509618577469,3,4,0,0,1,0.00019473689743588357
2017/08/07,5218_5year,l,-0.02857142857142857,-0.030534351145038167,0.4580152671755725,0.6360828748491604,3,5,1,0,0,0.005360777412963755
2017/08/14,5218_5year,s,-0.627906976744186,-0.782608695652174,0.43478260869565216,0.44396434271478064,2,50,0,0,0,-0.009334132127438062
2017/08/18,5218_5year,s,-1.0,-0.6637168141592921,0.5899705014749262,0.801761212369445,2,58,0,0,1,-0.011742594770342871
2017/08/23,5218_5year,l,-0.13333333333333333,-0.2467443454420836,0.6442769019876627,0.833300739234169,1,2,0,0,0,0.00841990028807497
2017/09/06,5218_5year,s,-0.5354330708661418,-1.2175470008952554,0.8057296329453895,0.9251350111185627,3,37,0,0,0,-0.005145516230686259
2017/09/07,5218_5year,l,0.38848920863309355,0.9318377911993099,1.087144089732528,4.852104264736879,7,14,2,0,0,0.0038986525963206637
2017/09/11,5218_5year,l,0.6388888888888888,0.7763713080168776,0.6075949367088608,3.6404051069032106,2,1,1,0,0,0.008641844644982402
2017/09/14,5218_5year,l,-1.0,-0.9509433962264151,0.8150943396226416,1.7925223364844811,1,1,1,0,1,-0.000274340550755052
2017/09/15,5218_5year,l,0.6666666666666666,2.507122507122507,3.190883190883191,12.066195626430883,4,0,3,1,1,-0.0006886301309002789
2017/09/28,5218_5year,l,4.4603174603174605,2.8015952143569294,0.47856430707876374,2.302752638101318,0,8,0,0,1,0.006492311411873053
2017/10/02,5218_5year,l,-0.6782608695652174,-0.6519013790221478,0.6435436690346845,0.5399942246606988,1,2,0,0,1,0.002172793850349846
2017/10/25,5218_5year,l,-0.25252525252525254,-0.22841480127912292,0.758337140246688,1.8928107422649936,8,12,2,0,1,0.004354930505013388
2017/11/01,5218_5year,l,-1.0,-0.6492248062015503,0.6298449612403101,0.6847200990026935,4,7,0,0,1,0.006056349353818174
2017/11/20,5218_5year,l,0.13333333333333333,0.16720854621458428,0.7245703669298653,2.4794838213560504,0,1,0,0,1,-0.005215923703386185
2017/12/01,5218_5year,l,1.4,1.5795411808950734,0.5566002256487401,2.306044509925558,1,4,0,0,0,0.00844753962163195
2017/12/05,5218_5year,s,1.3636363636363635,1.5321756894790604,0.6809669731018045,1.5417855721797467,1,59,0,0,0,-0.0049248783203182656
2017/12/15,5218_5year,l,-1.0,-0.9147479775980087,0.8338518979464842,1.0192896674009995,3,12,1,0,1,-0.0032206112067047292
2017/12/21,5218_5year,l,0.6885245901639344,1.280878316559927,0.4879536444037817,3.1113022200156037,2,2,0,0,0,-0.0017346883501983582
2018/01/04,5218_5year,l,0.9714285714285714,1.0293672419013018,0.45413260672116257,1.651791166984081,3,3,1,0,0,0.013564279106380289
2018/02/05,5218_5year,s,-0.3902439024390244,-0.47477744807121663,1.0385756676557865,0.9195789578770692,3,37,1,0,0,-0.015182691122011873
2018/02/06,5218_5year,s,-0.06578947368421052,-0.14947683109118087,2.0029895366218238,1.438157082980875,1,31,0,0,1,-0.01829990900305447
2018/02/07,5218_5year,l,-0.5512820512820513,-1.244573082489146,1.215629522431259,0.7124140906902137,1,29,0,0,0,0.018095588017532395
2018/02/09,5218_5year,s,-0.723404255319149,-1.0240963855421688,1.1144578313253013,0.599354068562473,2,28,1,0,1,-0.017501368150908598
2018/02/15,5218_5year,l,-0.10752688172043011,-0.059737156511350066,0.4062126642771804,0.6952879917200876,0,39,0,0,1,0.01086925178345453
2018/03/02,5218_5year,s,-0.6416666666666667,-0.5746268656716419,0.6865671641791045,0.5654936241157121,1,5,0,0,0,-0.01769847549790635
2018/03/06,5218_5year,l,0.3111111111111111,0.2000714540907467,0.40014290818149345,0.7978773584905661,0,60,0,1,1,0.01654350874841808
2018/03/12,5218_5year,l,-0.14772727272727273,-0.11328976034858389,0.5925925925925926,0.6356701779876498,3,57,2,0,1,0.016623814580887866
2018/03/19,5218_5year,l,-0.26666666666666666,-0.3548546081813701,1.0448496796451454,4.7253910384570155,8,51,0,0,1,-0.0063944795541347275
2018/03/23,5218_5year,s,0.23076923076923078,0.3054141601110597,0.9254974548819991,1.1736417988042631,1,0,0,0,0,-0.018673128322123263
2018/03/26,5218_5year,s,-0.6634615384615384,-0.6506364922206507,0.5280528052805281,0.943047242274,1,0,0,0,0,-0.009433083743899784
2018/03/29,5218_5year,l,-0.4895833333333333,-0.4341801385681293,0.5173210161662818,0.36760452950476213,2,57,0,0,0,0.010443952373865337
2018/04/05,5218_5year,l,-0.4489795918367347,-0.4517453798767967,0.5133470225872689,0.5717800673833723,0,60,0,0,1,0.010395622796916493
2018/04/18,5218_5year,l,0.5196078431372549,0.5992085924250989,0.5652911249293386,1.0339018342198414,0,60,0,0,1,0.0037267268380630656
