date,code,position,pl_lc,pl_atr,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2021/01/07,8750,l,0.24607329842931938,0.7020164301717701,2.852875280059746,4.02611691999552,7,11,0,0,0,0.010515990203999582,2.1807318894697536,2.061239731142644
2021/01/15,8750,l,-1.0,-1.12490869247626,1.12490869247626,0.7690994460959623,5,1,4,0,0,0.002760097650519675,0.13148283418553688,0.20452885317750183
2021/01/28,8750,s,-0.7130434782608696,-1.105121293800539,1.5498652291105122,2.5040009792246507,4,18,3,0,0,-0.016271576146988227,0.0,-0.18867924528301885
2021/02/05,8750,l,-0.02564102564102564,-0.02599090318388564,1.01364522417154,1.1638619874069103,5,8,0,0,0,0.010214893470632699,0.15594541910331383,3.1448992852501623
2021/02/15,8750,l,-0.1,-0.16260162601626016,1.6260162601626016,1.479301952733019,4,0,3,0,1,0.004821804284339439,-0.15009380863039398,-0.012507817385866166
2021/02/17,8750,l,-0.4132231404958678,-0.601684717208183,1.4560770156438028,1.258652033771651,2,0,1,0,0,-0.0033126830829319624,0.10830324909747294,1.6004813477737667
2021/02/22,8750,l,-0.20512820512820512,-0.18380241240666284,0.8960367604824814,0.7590682803131176,1,4,0,0,1,0.008790082723919599,-0.5514072372199885,-1.8150488225157957
2021/02/25,8750,l,-0.9711538461538461,-1.127232142857143,1.1607142857142858,0.5815566129909637,5,2,2,0,1,0.013668579825220654,-0.7142857142857143,-0.15625
2021/03/08,8750,l,-0.5125,-0.4311251314405889,0.8412197686645637,1.2849163329502575,7,5,1,0,1,0.011913324131661476,-0.08412197686645637,0.6519453207150369
2021/03/09,8750,l,-0.25,-0.2052334530528476,0.8209338122113904,0.861400755594304,8,2,0,0,1,0.0001955241665434139,-0.4207285787583376,0.13340174448435094
2021/03/30,8750,s,-0.2743362831858407,-0.33805888767720826,1.2322791712104688,0.9273242538177132,6,52,1,0,0,-0.0006629340891054052,-0.6543075245365322,1.6139585605234459
2021/04/01,8750,l,-0.17727272727272728,-0.8552631578947367,4.824561403508771,3.8279920488509447,20,0,19,0,1,0.009017163145845634,-0.18640350877192982,-2.138157894736842
2021/04/21,8750,s,0.16363636363636364,0.17982017982017984,1.098901098901099,0.9158481550305283,4,40,0,0,0,-0.015120764746027386,-0.5494505494505495,-0.5194805194805195
2021/05/06,8750,l,0.2625,0.2501488981536629,0.9529481834425253,1.3854404027933374,3,15,1,0,1,0.007336366031146666,-0.0357355568790947,1.3222156045265039
2021/05/17,8750,l,-1.0,-1.048141377209019,1.048141377209019,1.3898257253604323,5,4,1,0,1,0.008046795969444962,-0.30469226081657524,0.8531383302864107
2021/05/28,8750,l,1.0108695652173914,0.9318637274549099,0.9218436873747495,1.180837805815917,5,0,3,0,0,0.012733541373238599,0.5210420841683366,-0.16032064128256512
2021/06/18,8750,s,0.275,0.697084917617237,2.5348542458808616,1.7391658536876133,15,39,7,0,1,0.004080524275518262,0.3168567807351077,1.7490494296577945
2021/06/21,8750,s,0.5190839694656488,0.8395061728395061,1.617283950617284,1.5647824978209817,1,34,0,0,0,-0.01578644997527978,-0.6790123456790124,-1.5925925925925926
2021/06/22,8750,l,-0.27,-0.3331276989512647,1.2338062924120914,1.0705068782676406,1,32,0,0,1,0.0179265736624953,-0.8389882788402221,-5.293028994447872
2021/06/28,8750,l,-0.6666666666666666,-0.769741207697412,1.1546118115461181,0.741093558784063,4,30,0,0,0,0.001599109342885772,0.45122760451227606,0.05308560053085601
2021/06/29,8750,s,-0.23,-0.3135650988411725,1.36332651670075,2.5842073950922146,5,18,1,0,0,-0.004151057455895505,-0.790729379686435,0.845262440354465
2021/07/07,8750,s,0.30578512396694213,0.5149617258176757,1.6840640222686154,1.2398824026711122,9,9,1,0,1,-0.013294948436295992,0.4314544189283229,-0.09742519137091163
2021/07/12,8750,l,-0.40625,-0.8801624915368993,2.166553825321598,0.6904020978372544,3,50,2,0,0,0.01690311026104842,0.7312119160460393,-1.5030467163168586
2021/07/20,8750,s,-0.1125,-0.12903225806451613,1.146953405017921,0.889396741098912,4,4,0,0,0,-0.010882827524505792,-0.32974910394265233,-1.2616487455197132
2021/07/21,8750,l,-0.525,-0.596167494677076,1.1355571327182399,0.6196941932426756,2,53,0,0,0,0.013104202691966218,0.12775017743080197,-1.8878637331440737
2021/07/26,8750,l,-0.35,-0.4943502824858757,1.4124293785310735,0.8139410978778514,5,50,2,0,1,0.01606178306955137,-0.5932203389830508,-0.7909604519774012
2021/08/10,8750,l,-0.5364238410596026,-1.1679884643114635,2.1773612112472964,1.286969488116447,1,23,0,0,0,0.0024079764083731713,0.15861571737563088,1.2977649603460708
2021/01/07,8591,l,0.8931297709923665,1.8352941176470587,2.0549019607843135,4.514631211970957,1,0,0,0,0,0.010515990203999582,2.0862745098039217,1.3490196078431373
2021/01/28,8591,s,-0.7676767676767676,-0.9405940594059405,1.2252475247524752,1.0718570286337497,1,46,0,0,0,-0.016271576146988227,-0.5321782178217822,-0.952970297029703
2021/02/25,8591,l,-0.10204081632653061,-0.10626992561105209,1.0414452709883104,1.5132353277047346,6,4,1,0,1,0.013668579825220654,-0.18065887353878854,0.48884165781083955
2021/04/21,8591,s,-0.1,-0.11004126547455295,1.1004126547455295,1.125439996875473,1,10,0,0,0,-0.015120764746027386,-0.4676753782668501,-0.6602475928473177
2021/05/06,8591,l,-0.6283185840707964,-1.1813643926788684,1.8801996672212977,1.3062364591337232,5,44,1,0,1,0.007336366031146666,-0.7487520798668885,0.06655574043261231
