date,code,position,pl_lc,pl_atr,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2015/06/30,9843,l,0.011494252873563218,0.022988505747126436,2.1264367816091956,2.0580793619391717,5,0,4,0,1,0.0032153237576423538,-0.28735632183908044,0.3448275862068966
2016/03/29,9843,l,0.5726141078838174,1.1452282157676348,3.195020746887967,2.397033611100036,4,0,3,0,1,-0.008701224497895175,-0.29045643153526973,0.16597510373443983
2016/06/23,9843,l,0.15384615384615385,0.3076923076923077,2.6373626373626373,2.192413478650958,1,0,0,0,0,0.00204721606003349,0.7912087912087912,1.934065934065934
2017/09/19,9843,s,0.7272727272727273,1.4545454545454546,5.090909090909091,5.196204315555416,16,41,6,0,1,0.010983701248147884,0.2545454545454545,-0.10909090909090909
2018/02/06,9843,s,-1.0,-2.0,2.7021883920076117,1.5399561784282112,8,7,0,0,0,-0.01829990900305447,-0.8182683158896289,-1.560418648905804
2018/09/27,9843,s,0.9686304514154552,1.9372609028309105,2.050497322111706,4.8575209528010586,4,49,2,0,1,-0.0036348823885038765,0.09181331293037491,0.26013771996939555
2020/03/25,9843,l,-0.22280017338534894,-0.4456003467706979,2.297355873428695,1.4461308944671467,10,50,9,0,1,0.019591153166946294,-0.5288253142609449,-1.1270047680970958
2020/09/28,9843,l,-1.0,-2.0,2.0712844653665097,1.8088922381311228,7,13,0,0,0,0.008073392281364666,1.0356422326832548,1.3449899125756557
2021/06/23,9843,l,0.9286239882266373,1.8572479764532746,2.35467255334805,2.4272623824639155,9,33,0,0,0,9.659283488882078e-05,0.7947019867549668,0.41206769683590877
2016/01/22,3349,l,-1.0,-2.0,2.245088868101029,1.4336036700253953,1,45,0,1,1,0.019944734617531282,-1.1225444340505144,-2.6005612722170253
2016/02/15,3349,l,-0.19875776397515527,-0.39751552795031053,2.0652173913043477,1.5899114055391492,6,53,2,0,1,0.019780493171426165,-0.5124223602484472,-1.8944099378881987
2017/10/13,3349,s,-0.2535885167464115,-0.507177033492823,4.186602870813397,5.727155727155727,10,2,11,0,0,0.00023574640940077893,-0.5023923444976076,0.31100478468899523
2019/01/15,3349,l,-1.0,-2.0,2.5364963503649633,3.810713294476825,10,47,4,0,0,-0.004660186544988434,0.4927007299270073,-1.1496350364963503
2019/04/09,3349,s,0.21906116642958748,0.43812233285917496,2.275960170697013,4.972787447903898,13,3,0,0,0,-0.0005220192402690321,-0.3129445234708393,-0.7112375533428165
2020/01/14,3349,l,-1.0,-2.0,2.2448979591836733,1.8510334069933705,0,0,0,0,0,0.004967176885080783,1.2755102040816326,3.877551020408163
2015/08/25,7516,s,-0.9999999999999989,-1.9999999999999978,2.4234354194407457,1.1955649207304837,0,3,0,0,0,-0.01990326136905445,-0.9320905459387484,-4.234354194407457
2016/04/12,7516,l,0.24719101123595377,0.49438202247190755,2.331460674157303,2.4598351284674167,5,29,4,0,0,-0.002024616646551671,0.2247191011235955,-0.2247191011235955
2016/07/13,7516,l,-0.9999999999999992,-1.9999999999999984,2.0531622364802935,4.084336908378784,4,0,3,0,1,0.015367506127431969,-0.5682859761686526,0.21998166819431716
2017/10/11,7516,l,6.211009174311931,12.422018348623862,2.4311926605504586,5.539890076127403,9,7,2,0,0,-0.0009508483440111333,0.04587155963302752,-1.926605504587156
2019/04/15,7516,l,-0.9999999999999953,-1.9999999999999907,2.1662468513853903,3.162728403329188,4,48,0,0,0,0.011541085367727202,0.12594458438287154,0.4785894206549118
2020/03/13,7516,s,-0.0017376194613363868,-0.0034752389226727735,3.214596003475239,1.0511898647491869,2,0,0,0,0,-0.020267645421810664,-0.5907906168549089,-0.3822762814943528
2015/06/29,6965,s,-1.0,-2.0,2.121212121212121,1.3230036835579368,5,20,0,0,0,-0.01932662518140747,-0.30303030303030304,-0.45454545454545453
2015/08/04,6965,s,0.4,0.8,3.1272727272727274,2.425525243022891,8,0,5,0,0,-0.0041818931278837955,-0.07272727272727272,0.509090909090909
2016/05/02,6965,s,-0.41569767441860334,-0.8313953488372067,2.296511627906977,1.1722261247928416,11,21,0,0,0,-0.018537685894378028,-0.6540697674418605,-1.2354651162790697
2016/11/08,6965,s,-1.000000000000002,-2.000000000000004,2.115812917594655,3.448527082673424,2,1,1,0,0,0.0038126098475830244,-0.111358574610245,-0.89086859688196
2018/04/23,6965,l,1.4959349593495934,2.991869918699187,2.032520325203252,2.353362868653849,11,25,8,0,0,-0.00019673101635938342,0.3252032520325203,0.08130081300813008
2019/05/14,6965,s,-1.0,-2.0,5.827338129496403,3.35033295436089,1,0,0,0,0,-0.015124617295415775,-0.6474820143884892,-2.302158273381295
2019/11/22,6965,s,-1.0,-2.0,2.1132075471698113,1.1618422057588025,6,54,2,0,1,-0.0003580949867569963,0.6792452830188679,1.3584905660377358
2020/03/13,6965,s,-1.0,-2.0,2.1875,2.4303318949973263,1,0,0,0,0,-0.020267645421810664,-0.7421875,-1.484375
2021/09/27,6965,l,-1.0,-2.0,2.1176470588235294,1.4368045124306428,7,0,0,0,0,0.000959045992222451,0.0784313725490196,0.47058823529411764
2016/01/22,1401,s,-1.0000000000000027,-2.0000000000000053,2.253521126760562,1.3513513513513513,2,2,0,1,1,0.019944734617531282,3.070422535211268,1.2112676056338054
2016/01/25,1401,l,1.1100478468899484,2.220095693779897,2.153110047846889,1.0810810810810811,3,55,1,0,0,0.011043410012542507,0.23923444976076547,0.09569377990430755
2016/01/26,1401,s,-1.0000000000000027,-2.0000000000000053,2.693602693602693,0.4672897196261682,7,4,0,0,1,-0.01623408690712527,0.897867564534231,3.7934904601571273
2016/02/10,1401,l,-0.9999999999999991,-1.9999999999999982,3.7500000000000027,8.258064516129032,0,1,0,0,0,0.002637167525414292,3.4902597402597393,1.607142857142853
2016/04/06,1401,l,-1.000000000000005,-2.00000000000001,8.913043478260871,43.0188679245283,0,0,0,0,0,-0.00032543434679853844,0.0,18.47826086956522
2016/04/15,1401,l,-0.49281110560237973,-0.9856222112047595,2.181457610312345,0.7454200884396716,3,4,2,0,1,-0.011274285156746616,-0.495785820525533,-1.665840356965792
2016/05/27,1401,l,-1.0000000000000007,-2.0000000000000013,3.079646017699115,3.512014787430684,4,3,1,0,0,0.0034604345456779075,0.3362831858407088,1.7168141592920352
2016/07/11,1401,l,0.5420966865833796,1.0841933731667592,3.128734383487233,2.7745664739884393,18,5,14,0,1,0.017803690744278535,-0.20640956002172794,-2.0532319391634988
2016/12/19,1401,l,2.5787545787545905,5.157509157509181,4.304029304029311,7.76978417266187,0,0,0,0,0,-0.002850861933442157,0.3663003663003669,2.2710622710622705
2017/03/02,1401,l,-0.11518324607329684,-0.2303664921465937,3.4904013961605584,14.736842105263158,0,0,0,0,0,0.011925620593249031,0.0,4.293193717277487
2017/03/07,1401,l,-0.9999999999999989,-1.9999999999999978,6.862996158770807,8.011869436201781,0,0,0,0,0,-0.002164698743081516,0.0,9.065300896286812
2017/05/29,1401,l,-0.9999999999999971,-1.9999999999999942,2.616822429906542,1.9562491291626027,19,28,18,0,1,0.0005252239567142389,-0.6230529595015576,-0.37383177570093457
2018/01/29,1401,l,1.2347826086956522,2.4695652173913043,4.173913043478261,2.4487541426291886,3,0,0,0,0,0.0031846810325711875,0.7652173913043478,1.4608695652173913
2018/02/06,1401,s,0.009884678747939192,0.019769357495878385,2.471169686985173,2.2394340428127095,4,54,0,0,1,-0.01829990900305447,0.13179571663920922,-0.6260296540362438
2019/08/14,1401,l,-1.0000000000000016,-2.000000000000003,2.0547945205479454,1.2462311557788945,16,38,7,0,1,0.010488652407379305,-0.3424657534246575,-1.4383561643835616
2020/08/20,1401,l,-1.0,-2.0,8.450704225352112,109.7118763176388,0,0,0,0,0,-0.004631206186249469,0.0,14.084507042253522
2021/01/07,1401,l,-1.0000000000000033,-2.0000000000000067,7.526881720430108,44.275456919060055,0,0,0,0,0,0.010515990203999582,2.2222222222222223,8.172043010752688
2021/02/26,1401,s,-1.0,-2.0,2.1176470588235294,2.6111744583808436,0,7,0,0,0,-0.013740927139673599,-0.8235294117647058,-0.7058823529411765
2021/07/19,1401,l,0.654867256637166,1.309734513274332,3.5398230088495573,4.351374570446735,1,2,0,0,0,-0.012130094261059864,0.44247787610619466,-1.9469026548672566
2018/08/13,6193,s,0.6405228758169934,1.2810457516339868,2.1699346405228757,4.852302953940921,2,0,0,0,0,-0.008095315829883203,-0.39215686274509803,0.1568627450980392
2018/10/11,6193,s,0.4810126582278481,0.9620253164556962,3.037974683544304,5.113886847905952,10,0,2,0,1,-0.01968302614987475,0.20253164556962025,-0.5569620253164557
2019/01/18,6193,l,1.231017770597739,2.462035541195478,2.4878836833602587,3.801734820322181,7,43,2,0,0,0.003457458410265175,0.1938610662358643,0.5815831987075929
2019/05/13,6193,s,-1.0000000000000009,-2.0000000000000018,2.7777777777777777,0.9846972721224219,3,27,1,1,1,-0.007691759912897151,1.9444444444444444,3.4259259259259256
2019/06/17,6193,l,4.224066390041491,8.448132780082982,3.734439834024896,46.04941777904005,0,0,0,0,0,-0.0010385051965512105,5.809128630705394,6.016597510373444
2019/06/18,6193,l,-0.9999999999999968,-1.9999999999999936,4.673539518900343,20.46937014667817,0,0,0,0,0,-0.0005789623177428311,2.0618556701030926,10.412371134020619
2019/07/16,6193,l,-0.9999999999999987,-1.9999999999999973,2.2647283856159146,4.567545528676271,4,1,0,0,0,-0.0019146081094167378,1.0711553175210407,1.4843152257077277
2016/12/12,6178,l,-1.000000000000002,-2.000000000000004,2.603305785123967,2.092440953388686,0,0,0,0,0,0.009867674718906861,1.3636363636363638,2.1487603305785123
2017/09/06,6178,l,-0.9999999999999937,-1.9999999999999873,4.45993031358885,8.959651405250307,1,59,0,1,1,-0.005145516230686259,-2.996515679442509,-5.993031358885018
2018/02/15,6178,l,-1.0000000000000038,-2.0000000000000075,2.4096385542168677,1.5754412857526001,3,42,2,0,1,0.01086925178345453,-0.7228915662650602,-0.642570281124498
2020/03/09,6178,s,2.8989490703314496,5.797898140662899,2.3120452708164945,1.8562314098027763,0,0,0,0,0,-0.019587705875974346,-1.3015359741309644,-1.6491511721907832
2020/03/13,6178,s,-1.0,-2.0,3.0067567567567632,1.7199869209556962,2,0,0,0,0,-0.020267645421810664,-0.5461711711711676,-0.12950450450450202
2021/09/29,6178,s,2.784248010054463,5.568496020108926,2.0108923334729782,3.152336206332785,5,55,1,0,1,-0.018951787638202572,0.33514872224549636,2.1784666945957265
2019/12/06,3996,l,0.24188790560472112,0.48377581120944224,2.2123893805309733,9.74334427425237,0,0,0,0,0,0.002042052198081557,1.7109144542772863,11.68141592920354
2020/02/25,3996,s,-0.578465869106262,-1.156931738212524,2.392681210415201,1.0975721484196062,19,8,2,0,1,-0.018701623227521346,0.9007741027445462,-1.9985925404644618
2021/09/16,3996,l,-1.0,-2.0,4.1450777202072535,12.88833513233038,0,1,0,0,0,0.003095205086833951,6.0310880829015545,14.735751295336788
2021/10/21,3996,l,0.11789622308506915,0.2357924461701383,2.061418990469467,0.5412892741937657,8,2,4,0,0,-0.0035142049970004895,0.19767031415460642,-0.09883515707730321
2018/02/07,6555,l,-0.9999999999999989,-1.9999999999999978,2.130492676431425,1.3064548971696193,0,59,0,1,1,0.018095588017532395,-1.4380825565912119,-6.2316910785619175
2018/02/08,6555,s,-0.9999999999999977,-1.9999999999999953,2.2304832713754648,2.407252773470118,2,0,1,0,0,0.0035203833429505124,-1.7596034696406444,-4.114002478314746
2018/10/11,6555,s,0.4504084014002323,0.9008168028004646,2.8004667444574096,3.3354208416833666,12,37,10,0,1,-0.01968302614987475,0.2100350058343057,-0.676779463243874
2018/12/25,6555,s,0.06755373592630408,0.13510747185260816,2.149437052200614,2.6578460939780135,1,0,0,0,0,-0.018881107437745973,-0.6550665301944728,-1.9447287615148412
2020/03/13,6555,s,-0.6075949367088608,-1.2151898734177216,2.0253164556962027,2.2941870758335794,1,0,0,0,0,-0.020267645421810664,-0.5316455696202531,-1.6455696202531647
2020/07/09,6555,l,-1.0,-2.0,2.0338983050847457,5.242910965695023,9,12,0,0,0,0.0001626657575209657,0.9830508474576272,1.423728813559322
2020/08/27,6555,l,-1.000000000000001,-2.000000000000002,2.087378640776699,15.061285500747385,1,4,0,0,0,0.0008664343008373366,0.6796116504854368,1.3106796116504853
2021/01/14,6555,s,0.4734982332155509,0.9469964664311018,2.1201413427561837,2.8610108303249095,16,3,3,0,1,-0.0004870576551863938,0.989399293286219,1.0600706713780919
2021/07/02,6555,l,1.728813559322034,3.457627118644068,2.0338983050847457,10.695106649937264,16,19,11,0,1,0.00042498286134692837,-0.2711864406779661,-0.13559322033898305
2021/07/08,6555,s,1.1713554987212265,2.342710997442453,2.0460358056265986,4.270349223210729,3,46,2,0,1,-0.0012098586559358587,0.7161125319693095,-0.05115089514066496
2021/10/12,6555,l,-1.0,-2.0,2.25,25.88089330024814,0,0,0,0,0,-0.0013797362640447365,0.0,5.625
2015/08/25,6814,s,-1.0000000000000007,-2.0000000000000013,2.1352313167259784,2.1749919085122453,1,0,0,0,0,-0.01990326136905445,-1.886120996441281,-3.9145907473309607
2015/08/27,6814,l,-1.0000000000000016,-2.000000000000003,2.4108658743633278,1.4272946029563425,3,55,2,0,0,0.016522980296384056,0.8828522920203735,-2.173174872665535
2015/10/07,6814,l,-1.0,-2.0,2.9702970297029703,3.083508318526894,6,24,0,0,0,-0.0009842682048376407,0.39603960396039606,2.1386138613861387
2016/11/10,6814,l,-0.31960461285008385,-0.6392092257001677,2.9654036243822075,1.037032274656037,10,4,4,1,1,0.01915633841469791,-1.7792421746293245,-1.0214168039538714
2018/01/16,6814,s,-0.1873111782477355,-0.374622356495471,3.6253776435045317,2.490881280150606,9,50,7,0,1,0.0002652343170194087,0.3021148036253776,0.9063444108761329
2018/12/27,6814,l,0.6376146788990815,1.275229357798163,3.4403669724770642,2.2761485368062715,5,54,0,0,0,0.019616537642041642,0.38990825688073394,-0.7110091743119266
2019/04/16,6814,s,-0.35714285714285715,-0.7142857142857143,2.142857142857143,4.09221198999817,5,54,5,0,1,-0.002749772092790334,0.5714285714285714,0.21428571428571427
2019/07/12,6814,s,0.09821428571428775,0.1964285714285755,4.6875,4.1608475800626055,15,27,3,0,1,0.003539625929781352,0.22321428571428573,-0.4910714285714286
2019/11/25,6814,l,-0.3219178082191812,-0.6438356164383624,2.0547945205479454,2.3766147731036766,1,0,0,0,0,0.007786567489642031,1.4383561643835616,1.4726027397260275
