"日付","始値","高値","安値","終値","前日比","5DMA","25DMA","75DMA"
"2020/12/30","27,559.10","27,572.57","27,338.56","27,444.17","-123.98","27,038.26","26,744.82","24,902.66"
"2020/12/29","26,936.38","27,602.52","26,921.14","27,568.15","+714.12","26,854.38","26,698.93","24,846.54"
"2020/12/28","26,691.29","26,854.03","26,664.60","26,854.03","+197.42","26,628.03","26,642.83","24,786.07"
"2020/12/25","26,708.10","26,716.61","26,638.28","26,656.61","-11.74","26,600.11","26,589.76","24,738.34"
"2020/12/24","26,635.11","26,764.53","26,605.26","26,668.35","+143.56","26,621.46","26,548.87","24,690.78"
"2020/12/23","26,580.43","26,585.21","26,414.74","26,524.79","+88.40","26,649.13","26,511.26","24,644.61"
"2020/12/22","26,559.33","26,639.99","26,361.66","26,436.39","-278.03","26,695.65","26,490.85","24,603.82"
"2020/12/21","26,834.10","26,905.67","26,533.63","26,714.42","-48.97","26,745.94","26,469.68","24,561.30"
"2020/12/18","26,775.53","26,824.29","26,707.30","26,763.39","-43.28","26,749.54","26,416.53","24,513.61"
"2020/12/17","26,744.50","26,843.05","26,676.28","26,806.67","+49.27","26,727.37","26,366.83","24,465.30"
"2020/12/16","26,835.59","26,874.98","26,717.03","26,757.40","+69.56","26,717.28","26,308.55","24,412.98"
"2020/12/15","26,683.11","26,736.84","26,605.54","26,687.84","-44.60","26,729.39","26,234.48","24,365.66"
"2020/12/14","26,659.53","26,870.47","26,648.69","26,732.44","+79.92","26,685.24","26,160.56","24,320.37"
"2020/12/11","26,732.85","26,819.41","26,553.01","26,652.52","-103.72","26,648.24","26,064.27","24,274.56"
"2020/12/10","26,688.50","26,852.77","26,639.98","26,756.24","-61.70","26,667.98","25,962.38","24,225.67"
"2020/12/09","26,526.34","26,826.78","26,520.60","26,817.94","+350.86","26,678.61","25,839.94","24,174.52"
"2020/12/08","26,380.32","26,523.30","26,327.08","26,467.08","-80.36","26,675.22","25,699.04","24,122.02"
"2020/12/07","26,894.25","26,894.25","26,500.32","26,547.44","-203.80","26,739.31","25,559.44","24,077.27"
"2020/12/04","26,697.26","26,799.83","26,646.08","26,751.24","-58.13","26,716.55","25,430.82","24,030.65"
"2020/12/03","26,740.30","26,868.09","26,719.23","26,809.37","+8.39","26,695.24","25,297.51","23,981.93"
"2020/12/02","26,884.99","26,889.90","26,695.28","26,800.98","+13.44","26,640.83","25,164.57","23,934.99"
"2020/12/01","26,624.20","26,852.16","26,618.39","26,787.54","+353.92","26,540.00","25,032.31","23,887.64"
"2020/11/30","26,830.10","26,834.20","26,405.83","26,433.62","-211.09","26,415.61","24,901.47","23,835.06"
"2020/11/27","26,530.28","26,672.40","26,419.05","26,644.71","+107.40","26,234.36","24,783.09","23,785.95"
"2020/11/26","26,255.47","26,560.03","26,255.47","26,537.31","+240.45","26,032.29","24,662.88","23,728.42"
"2020/11/25","26,468.52","26,706.42","26,258.35","26,296.86","+131.27","25,870.46","24,544.07","23,673.50"
"2020/11/24","25,901.45","26,261.78","25,901.45","26,165.59","+638.22","25,814.01","24,439.04","23,623.07"
"2020/11/20","25,486.83","25,555.37","25,425.59","25,527.37","-106.97","25,762.28","24,328.84","23,575.18"
"2020/11/19","25,628.73","25,650.86","25,474.94","25,634.34","-93.80","25,733.98","24,248.04","23,530.75"
"2020/11/18","25,860.55","25,882.14","25,656.70","25,728.14","-286.48","25,711.28","24,167.73","23,478.43"
"2020/11/17","26,043.45","26,057.30","25,851.54","26,014.62","+107.69","25,635.58","24,082.68","23,433.24"
"2020/11/16","25,652.69","25,928.18","25,640.29","25,906.93","+521.06","25,413.77","23,984.44","23,385.01"
"2020/11/13","25,405.64","25,456.18","25,215.31","25,385.87","-135.01","25,200.35","23,892.95","23,341.68"
"2020/11/12","25,439.35","25,587.96","25,316.60","25,520.88","+171.28","24,988.22","23,823.40","23,306.08"
"2020/11/11","25,145.66","25,401.30","25,145.66","25,349.60","+444.01","24,705.10","23,739.48","23,269.16"
"2020/11/10","25,087.30","25,279.94","24,833.18","24,905.59","+65.75","24,374.23","23,662.84","23,236.28"
"2020/11/09","24,568.84","24,962.80","24,541.28","24,839.84","+514.61","24,052.21","23,599.11","23,207.11"
"2020/11/06","24,076.22","24,389.00","24,039.16","24,325.23","+219.95","23,679.67","23,526.71","23,178.53"
"2020/11/05","23,776.20","24,112.42","23,756.78","24,105.28","+410.05","23,481.01","23,481.10","23,157.80"
"2020/11/04","23,619.58","23,801.88","23,505.78","23,695.23","+399.75","23,343.65","23,444.30","23,142.33"
"2020/11/02","23,110.74","23,370.91","23,096.79","23,295.48","+318.35","23,301.77","23,438.05","23,127.56"
"2020/10/30","23,320.71","23,320.71","22,948.47","22,977.13","-354.81","23,341.54","23,446.70","23,120.75"
"2020/10/29","23,170.76","23,374.10","23,170.76","23,331.94","-86.57","23,449.43","23,455.80","23,111.60"
"2020/10/28","23,372.61","23,451.03","23,334.23","23,418.51","-67.29","23,477.90","23,446.03","23,100.90"
"2020/10/27","23,376.96","23,485.80","23,232.31","23,485.80","-8.54","23,522.09","23,443.15","23,087.83"
"2020/10/26","23,520.78","23,572.60","23,475.52","23,494.34","-22.25","23,538.34","23,438.13","23,076.22"
"2020/10/23","23,558.71","23,587.90","23,469.13","23,516.59","+42.32","23,573.69","23,431.13","23,065.82"
"2020/10/22","23,525.59","23,555.78","23,436.17","23,474.27","-165.19","23,552.50","23,429.49","23,049.68"
"2020/10/21","23,615.52","23,702.30","23,611.33","23,639.46","+72.42","23,559.09","23,428.72","23,031.97"
"2020/10/20","23,587.87","23,674.87","23,518.29","23,567.04","-104.09","23,556.55","23,425.51","23,011.74"
"2020/10/19","23,543.69","23,707.16","23,543.69","23,671.13","+260.50","23,563.50","23,419.09","22,994.68"
"2020/10/16","23,478.40","23,538.74","23,382.67","23,410.63","-96.60","23,541.01","23,401.66","22,972.34"
"2020/10/15","23,548.45","23,581.16","23,458.43","23,507.23","-119.50","23,582.82","23,386.54","22,960.35"
"2020/10/14","23,545.66","23,656.70","23,518.81","23,626.73","+24.95","23,610.79","23,377.21","22,943.72"
"2020/10/13","23,667.90","23,667.90","23,490.95","23,601.78","+43.09","23,570.01","23,355.74","22,929.16"
"2020/10/12","23,588.74","23,597.91","23,501.26","23,558.69","-61.00","23,536.40","23,339.89","22,915.12"
"2020/10/09","23,713.86","23,725.58","23,552.73","23,619.69","-27.38","23,487.09","23,336.16","22,900.17"
"2020/10/08","23,506.34","23,701.77","23,477.73","23,647.07","+224.25","23,369.13","23,321.26","22,884.96"
"2020/10/07","23,272.45","23,432.73","23,272.45","23,422.82","-10.91","23,276.74","23,300.90","22,867.73"
"2020/10/06","23,420.07","23,441.16","23,331.40","23,433.73","+121.59","23,229.20","23,289.58","22,854.84"
"2020/10/05","23,254.28","23,377.43","23,252.69","23,312.14","+282.24","23,250.27","23,267.53","22,843.49"
"2020/10/02","23,294.80","23,365.58","22,951.41","23,029.90","-155.22","23,290.17","23,263.40","22,819.74"
"2020/10/01","23,185.12","23,185.12","23,185.12","23,185.12","0.00","23,325.11","23,273.84","22,810.08"
"2020/09/30","23,478.85","23,522.38","23,170.89","23,185.12","-353.98","23,305.65","23,278.31","22,800.58"
"2020/09/29","23,410.50","23,622.74","23,347.64","23,539.10","+27.48","23,337.93","23,270.32","22,799.78"
"2020/09/28","23,391.96","23,516.04","23,303.03","23,511.62","+307.00","23,302.17","23,245.57","22,793.81"
"2020/09/25","23,217.33","23,272.67","23,154.66","23,204.62","+116.80","23,263.72","23,220.33","22,789.36"
"2020/09/24","23,215.00","23,234.72","23,039.48","23,087.82","-258.67","23,317.90","23,216.57","22,784.81"
"2020/09/23","23,245.89","23,370.13","23,154.45","23,346.49","-13.81","23,391.31","23,215.10","22,779.59"
"2020/09/18","23,321.19","23,398.46","23,290.19","23,360.30","+40.93","23,433.87","23,205.11","22,769.82"
"2020/09/17","23,416.62","23,446.39","23,272.23","23,319.37","-156.16","23,443.11","23,202.27","22,756.02"
"2020/09/16","23,425.23","23,506.45","23,397.43","23,475.53","+20.64","23,426.33","23,199.48","22,739.26"
"2020/09/15","23,438.83","23,477.86","23,351.35","23,454.89","-104.41","23,337.73","23,174.22","22,717.96"
"2020/09/14","23,431.16","23,582.21","23,429.42","23,559.30","+152.81","23,301.58","23,146.04","22,697.44"
"2020/09/11","23,114.63","23,412.93","23,114.63","23,406.49","+171.02","23,207.71","23,096.86","22,668.91"
"2020/09/10","23,193.47","23,250.31","23,134.02","23,235.47","+202.93","23,167.50","23,057.33","22,640.44"
"2020/09/09","22,966.89","23,059.02","22,878.71","23,032.54","-241.59","23,213.51","23,028.50","22,607.19"
"2020/09/08","23,188.79","23,277.66","23,129.66","23,274.13","+184.18","23,256.43","23,010.15","22,571.93"
"2020/09/07","23,145.47","23,218.22","23,086.89","23,089.95","-115.48","23,229.22","22,967.00","22,535.64"
"2020/09/04","23,130.32","23,257.69","23,098.77","23,205.43","-260.10","23,239.18","22,911.80","22,502.37"
"2020/09/03","23,524.49","23,580.51","23,426.11","23,465.53","+218.38","23,174.63","22,877.15","22,465.42"
