"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2021/11/10","524.0","524.0","510.0","510.0","-13.0","6,900","0","3,600","0.00","-","515.40","514.44","533.57","9,460","11,092","9,273"
"2021/11/09","525.0","525.0","515.0","523.0","-1.0","5,200","0","3,600","0.00","-","515.20","515.08","534.36","9,500","10,996","9,596"
"2021/11/08","511.0","524.0","511.0","524.0","+13.0","16,100","0","3,600","0.00","-","511.80","515.24","535.22","8,840","10,960","12,228"
"2021/11/05","512.0","512.0","507.0","511.0","+2.0","13,600","0","3,600","0.00","-","507.60","515.52","535.68","6,540","10,576","12,700"
"2021/11/04","512.0","512.0","507.0","509.0","0.0","5,500","0","3,400","0.00","-","507.00","516.28","536.46","4,480","10,132","17,660"
"2021/11/02","511.0","512.0","506.0","509.0","+3.0","7,100","0","4,400","0.00","-","506.00","517.20","538.13","4,160","10,096","22,816"
"2021/11/01","506.0","508.0","504.0","506.0","+3.0","1,900","0","5,000","0.00","-","506.20","518.20","538.46","3,600","10,028","22,766"
"2021/10/29","510.0","510.0","503.0","503.0","-5.0","4,600","0","5,100","0.00","-","506.80","519.12","538.78","4,060","10,224","22,824"
"2021/10/28","507.0","508.0","504.0","508.0","+4.0","3,300","0","5,100","0.00","-","507.60","520.12","539.09","4,000","10,144","22,806"
"2021/10/27","511.0","511.0","503.0","504.0","-6.0","3,900","0","5,500","0.00","-","507.40","520.88","539.28","4,280","10,528","22,836"
"2021/10/26","509.0","510.0","506.0","510.0","+1.0","4,300","0","3,400","0.00","-","508.20","522.04","539.65","4,980","10,680","22,912"
"2021/10/25","511.0","511.0","505.0","509.0","+2.0","4,200","0","3,400","0.00","-","507.40","523.16","539.86","5,720","10,756","23,029"
"2021/10/22","505.0","508.0","503.0","507.0","0.0","4,300","0","5,700","0.00","-","506.40","524.28","540.16","9,160","10,732","23,038"
"2021/10/21","508.0","509.0","503.0","507.0","-1.0","4,700","0","3,400","0.00","-","507.80","525.60","540.50","10,880","10,624","23,038"
"2021/10/20","507.0","511.0","505.0","508.0","+2.0","7,400","0","8,300","0.00","-","508.20","526.92","540.86","18,740","10,908","23,013"
"2021/10/19","509.0","510.0","504.0","506.0","+2.0","8,000","0","8,500","0.00","-","515.20","528.08","541.29","26,020","10,748","22,936"
"2021/10/18","516.0","517.0","502.0","504.0","-10.0","21,400","0","8,900","0.00","-","520.20","529.44","541.69","27,900","10,624","22,881"
"2021/10/15","509.0","515.0","508.0","514.0","+5.0","12,900","0","8,600","0.00","-","525.60","530.84","542.09","25,560","10,096","22,640"
"2021/10/14","520.0","521.0","504.0","509.0","-34.0","44,000","0","9,100","0.00","-","527.80","531.92","542.36","25,240","9,784","22,701"
"2021/10/13","528.0","546.0","528.0","543.0","+12.0","43,800","0","10,600","0.00","-","531.00","533.20","542.69","17,580","9,000","22,197"
"2021/10/12","531.0","533.0","523.0","531.0","0.0","17,400","0","13,700","0.00","-","527.40","532.68","542.45","10,840","7,544","21,685"
"2021/10/11","526.0","533.0","525.0","531.0","+6.0","9,700","0","12,100","0.00","-","526.40","532.64","542.36","8,260","6,996","21,498"
"2021/10/08","528.0","528.0","522.0","525.0","0.0","11,300","0","13,200","0.00","-","525.60","532.60","542.28","7,180","6,920","21,469"
"2021/10/07","530.0","530.0","525.0","525.0","0.0","5,700","0","13,900","0.00","-","526.80","532.88","542.32","6,220","7,016","21,366"
"2021/10/06","526.0","532.0","525.0","525.0","-1.0","10,100","0","14,800","0.00","-","527.80","533.28","542.33","5,580","6,956","21,357"
"2021/10/05","525.0","530.0","523.0","526.0","-1.0","4,500","0","18,900","0.00","-","529.20","533.56","542.42","4,480","6,940","21,246"
"2021/10/04","531.0","531.0","526.0","527.0","-4.0","4,300","0","18,900","0.00","-","530.80","534.08","542.46","4,660","6,880","21,233"
"2021/10/01","528.0","531.0","524.0","531.0","+1.0","6,500","0","18,900","0.00","-","531.20","534.60","542.50","5,160","6,828","21,240"
"2021/09/30","536.0","537.0","530.0","530.0","-2.0","2,500","0","7,200","0.00","-","530.60","534.80","542.54","4,380","6,732","21,366"
"2021/09/29","525.0","536.0","525.0","532.0","-2.0","4,600","0","7,200","0.00","-","530.00","535.00","542.66","6,460","6,736","21,464"
"2021/09/28","533.0","535.0","526.0","534.0","+5.0","5,400","0","7,200","0.00","-","530.20","535.12","542.85","7,080","7,200","21,476"
"2021/09/27","535.0","535.0","528.0","529.0","+1.0","6,800","0","7,200","0.00","-","531.00","535.64","542.90","7,240","7,224","21,442"
"2021/09/24","527.0","534.0","527.0","528.0","+1.0","2,600","0","7,200","0.00","-","532.60","536.36","543.01","6,600","7,232","21,458"
