"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2021/11/10","155.0","170.0","153.0","170.0","+15.0","642,500","0","62,100","0.00","-","156.40","144.56","147.25","1,769,180","394,404","167,385"
"2021/11/09","160.0","172.0","152.0","155.0","0.0","1,890,800","0","63,600","0.00","-","151.20","143.48","147.04","1,649,420","371,764","159,078"
"2021/11/08","148.0","156.0","145.0","155.0","+8.0","502,700","0","45,200","0.00","-","149.00","143.08","147.04","1,279,260","299,120","134,576"
"2021/11/05","151.0","157.0","146.0","147.0","-8.0","730,300","0","26,900","0.00","-","146.20","142.72","147.05","1,182,940","279,988","128,132"
"2021/11/04","159.0","180.0","151.0","155.0","+11.0","5,079,600","0","18,500","0.00","-","144.80","142.68","147.16","1,039,080","251,312","118,490"
"2021/11/02","144.0","145.0","141.0","144.0","0.0","43,700","0","31,100","0.00","-","141.80","142.32","147.17","27,620","50,668","50,877"
"2021/11/01","140.0","144.0","140.0","144.0","+3.0","40,000","0","31,000","0.00","-","141.20","142.44","147.33","19,780","49,628","50,620"
"2021/10/29","140.0","142.0","140.0","141.0","+1.0","21,100","0","51,600","0.00","-","140.40","142.60","147.49","16,160","48,668","50,473"
"2021/10/28","140.0","142.0","140.0","140.0","0.0","11,000","0","51,500","0.00","-","140.20","142.84","147.69","20,440","48,636","51,136"
"2021/10/27","140.0","142.0","140.0","140.0","-1.0","22,300","0","31,000","0.00","-","140.20","143.08","147.89","28,220","49,536","51,550"
"2021/10/26","140.0","142.0","140.0","141.0","+1.0","4,500","0","31,000","0.00","-","140.80","143.36","148.09","32,740","50,496","51,749"
"2021/10/25","140.0","142.0","139.0","140.0","0.0","21,900","0","31,000","0.00","-","141.00","143.64","148.30","34,620","52,364","52,034"
"2021/10/22","140.0","142.0","140.0","140.0","0.0","42,500","0","31,000","0.00","-","141.20","144.00","148.53","43,660","52,984","52,558"
