日付,終値,始値,高値,安値,出来高,前比%
2021/11/10,"29,106.78","29,209.06","29,296.88","29,079.77",638.90M,-0.61%
2021/11/09,"29,285.46","29,557.55","29,750.46","29,240.31",650.45M,-0.75%
2021/11/08,"29,507.05","29,735.45","29,735.45","29,507.05",683.47M,-0.35%
2021/11/05,"29,611.57","29,840.73","29,840.73","29,504.07",735.08M,-0.61%
2021/11/04,"29,794.37","29,859.74","29,880.81","29,718.78",904.00M,0.93%
2021/11/02,"29,520.90","29,462.40","29,599.57","29,457.18",711.16M,-0.43%
2021/11/01,"29,647.08","29,330.68","29,666.83","29,267.63",767.31M,2.61%
2021/10/29,"28,892.69","28,819.16","29,000.65","28,475.06",1.04B,0.25%
2021/10/28,"28,820.09","28,871.61","28,895.11","28,693.06",1.43B,-0.96%
2021/10/27,"29,098.24","29,056.01","29,139.22","28,870.25",705.99M,-0.03%
2021/10/26,"29,106.01","28,927.61","29,160.76","28,893.95",727.76M,1.77%
2021/10/25,"28,600.41","28,527.13","28,668.70","28,472.55",626.68M,-0.71%
2021/10/22,"28,804.85","28,578.53","28,989.50","28,546.57",602.06M,0.34%
2021/10/21,"28,708.58","29,152.74","29,220.82","28,688.78",591.46M,-1.87%
2021/10/20,"29,255.55","29,385.95","29,489.11","29,222.32",661.08M,0.14%
2021/10/19,"29,215.52","29,117.28","29,272.49","29,075.37",576.45M,0.65%
2021/10/18,"29,025.46","29,093.82","29,144.33","28,924.40",625.65M,-0.15%
2021/10/15,"29,068.63","28,787.26","29,082.35","28,726.22",663.48M,1.81%
2021/10/14,"28,550.93","28,264.41","28,576.68","28,234.01",647.53M,1.46%
2021/10/13,"28,140.28","28,085.44","28,364.99","27,993.46",639.33M,-0.32%
2021/10/12,"28,230.61","28,458.88","28,468.88","28,166.38",663.19M,-0.94%
2021/10/11,"28,498.20","27,977.57","28,581.36","27,893.32",722.98M,1.60%
2021/10/08,"28,048.94","28,031.37","28,321.35","28,018.89",826.66M,1.34%
2021/10/07,"27,678.21","27,665.97","28,015.11","27,607.97",795.51M,0.54%
2021/10/06,"27,528.87","28,033.91","28,209.82","27,293.62",1.00B,-1.05%
2021/10/05,"27,822.12","28,050.39","28,058.67","27,460.29",881.94M,-2.19%
2021/10/04,"28,444.89","29,044.47","29,046.06","28,343.58",764.01M,-1.13%
2021/10/01,"28,771.07","29,235.11","29,393.67","28,680.73",821.61M,-2.31%
2021/09/30,"29,452.66","29,569.19","29,622.27","29,311.34",990.27M,-0.31%
2021/09/29,"29,544.29","29,611.92","29,679.26","29,329.16",946.52M,-2.12%
2021/09/28,"30,183.96","30,142.38","30,207.63","30,001.99",898.06M,-0.19%
2021/09/27,"30,240.06","30,277.82","30,414.61","30,197.40",746.36M,-0.03%
2021/09/24,"30,248.81","30,141.61","30,276.38","30,110.30",845.85M,2.06%
2021/09/22,"29,639.40","29,744.73","29,868.10","29,573.88",689.91M,-0.67%
2021/09/21,"29,839.71","30,021.25","30,051.00","29,832.52",763.11M,-2.17%
2021/09/17,"30,500.05","30,387.54","30,541.99","30,358.93",978.60M,0.58%
2021/09/16,"30,323.34","30,606.15","30,622.39","30,202.51",698.64M,-0.62%
2021/09/15,"30,511.71","30,464.17","30,573.41","30,347.30",685.56M,-0.52%
2021/09/14,"30,670.10","30,584.77","30,795.78","30,504.81",790.95M,0.73%
2021/09/13,"30,447.37","30,372.02","30,447.37","30,229.01",646.30M,0.22%
2021/09/10,"30,381.84","30,089.45","30,381.84","30,064.02",888.24M,1.25%
2021/09/09,"30,008.19","29,959.21","30,097.56","29,909.92",788.05M,-0.57%
2021/09/08,"30,181.21","29,819.55","30,241.87","29,787.13",825.31M,0.89%
2021/09/07,"29,916.14","29,883.92","30,048.23","29,838.43",751.54M,0.86%
2021/09/06,"29,659.89","29,501.22","29,705.04","29,469.35",682.79M,1.83%
2021/09/03,"29,128.11","28,626.48","29,149.65","28,607.87",748.76M,2.05%
2021/09/02,"28,543.51","28,522.46","28,626.20","28,412.91",601.42M,0.33%
2021/09/01,"28,451.02","28,179.04","28,457.67","28,179.04",648.04M,1.29%
2021/08/31,"28,089.54","27,690.77","28,158.95","27,602.21",758.54M,1.08%
2021/08/30,"27,789.29","27,867.60","27,921.55","27,656.63",586.30M,0.54%
2021/08/27,"27,641.14","27,581.24","27,670.66","27,481.23",492.12M,-0.36%
2021/08/26,"27,742.29","27,793.63","27,828.28","27,684.50",484.91M,0.06%
2021/08/25,"27,724.80","27,768.13","27,897.72","27,684.05",514.64M,-0.03%
2021/08/24,"27,732.10","27,653.23","27,817.89","27,653.23",570.72M,0.87%
2021/08/23,"27,494.24","27,193.10","27,541.63","27,193.10",567.82M,1.78%
2021/08/20,"27,013.25","27,238.45","27,316.79","26,954.81",758.03M,-0.98%
2021/08/19,"27,281.17","27,398.58","27,504.80","27,255.58",651.28M,-1.10%
2021/08/18,"27,585.91","27,418.08","27,671.57","27,347.77",500.51M,0.59%
2021/08/17,"27,424.47","27,666.94","27,750.39","27,424.47",495.70M,-0.36%
2021/08/16,"27,523.19","27,806.11","27,833.21","27,427.38",571.88M,-1.62%
2021/08/13,"27,977.15","28,038.96","28,070.00","27,949.33",558.18M,-0.14%
2021/08/12,"28,015.02","28,177.20","28,279.80","28,006.31",579.36M,-0.20%
2021/08/11,"28,070.51","28,045.84","28,146.68","27,974.99",671.47M,0.65%
2021/08/10,"27,888.15","27,887.03","28,128.61","27,808.54",614.31M,0.24%
2021/08/06,"27,820.04","27,709.22","27,888.87","27,709.22",563.74M,0.33%
2021/08/05,"27,728.12","27,526.67","27,741.55","27,526.67",559.20M,0.52%
2021/08/04,"27,584.08","27,612.90","27,636.34","27,488.74",675.05M,-0.21%
2021/08/03,"27,641.83","27,580.03","27,724.45","27,492.40",579.45M,-0.50%
2021/08/02,"27,781.02","27,493.32","27,834.60","27,493.32",600.89M,1.82%
2021/07/30,"27,283.59","27,677.89","27,699.35","27,272.49",706.42M,-1.80%
2021/07/29,"27,782.42","27,722.61","27,798.05","27,663.41",677.83M,0.73%
2021/07/28,"27,581.66","27,674.99","27,809.86","27,466.99",570.86M,-1.39%
2021/07/27,"27,970.22","27,911.93","28,036.23","27,862.69",517.00M,0.49%
2021/07/26,"27,833.29","27,990.47","28,036.47","27,786.44",545.42M,1.04%
2021/07/21,"27,548.00","27,747.06","27,882.43","27,438.07",514.11M,0.58%
2021/07/20,"27,388.16","27,351.80","27,564.52","27,330.15",630.10M,-0.96%
2021/07/19,"27,652.74","27,663.40","27,792.52","27,493.63",498.79M,-1.25%
2021/07/16,"28,003.08","28,039.26","28,201.30","27,847.35",503.83M,-0.98%
2021/07/15,"28,279.09","28,539.32","28,571.72","28,240.21",532.04M,-1.15%
2021/07/14,"28,608.49","28,517.31","28,696.80","28,482.82",548.27M,-0.38%
2021/07/13,"28,718.24","28,713.82","28,852.31","28,699.04",497.93M,0.52%
2021/07/12,"28,569.02","28,412.70","28,595.12","28,405.60",555.42M,2.25%
2021/07/09,"27,940.42","27,739.42","28,000.02","27,419.40",823.23M,-0.63%
2021/07/08,"28,118.03","28,332.63","28,366.76","28,118.03",622.20M,-0.88%
2021/07/07,"28,366.95","28,262.40","28,434.99","28,161.75",603.36M,-0.96%
2021/07/06,"28,643.21","28,677.95","28,748.23","28,587.61",417.42M,0.16%
2021/07/05,"28,598.19","28,709.57","28,731.07","28,581.08",384.61M,-0.64%
2021/07/02,"28,783.28","28,719.24","28,849.32","28,688.63",474.72M,0.27%
2021/07/01,"28,707.04","28,832.41","28,833.17","28,624.80",458.89M,-0.29%
2021/06/30,"28,791.53","28,896.31","28,998.99","28,779.76",539.68M,-0.07%
2021/06/29,"28,812.61","28,927.44","28,951.68","28,735.55",597.27M,-0.81%
2021/06/28,"29,048.02","29,112.66","29,121.28","28,984.93",476.82M,-0.06%
2021/06/25,"29,066.18","29,137.30","29,174.17","28,992.74",515.61M,0.66%
2021/06/24,"28,875.23","28,811.82","28,935.34","28,758.37",446.19M,0.00%
2021/06/23,"28,874.89","28,886.92","29,007.83","28,860.06",510.55M,-0.03%
2021/06/22,"28,884.13","28,513.07","28,895.26","28,494.46",677.73M,3.12%
2021/06/21,"28,010.93","28,506.84","28,506.84","27,795.86",758.20M,-3.29%
2021/06/18,"28,964.08","29,136.74","29,136.74","28,957.98",902.16M,-0.19%
2021/06/17,"29,018.33","29,149.34","29,197.68","28,875.39",568.70M,-0.93%
2021/06/16,"29,291.01","29,306.14","29,434.10","29,263.72",524.10M,-0.51%
2021/06/15,"29,441.30","29,256.03","29,480.85","29,235.71",530.41M,0.96%
2021/06/14,"29,161.80","29,153.11","29,208.35","29,026.27",450.30M,0.74%
2021/06/11,"28,948.73","29,030.04","29,080.89","28,839.54",710.66M,-0.03%
2021/06/10,"28,958.56","28,799.74","29,007.53","28,799.74",533.39M,0.34%
2021/06/09,"28,860.80","28,901.56","28,932.03","28,801.83",503.98M,-0.35%
2021/06/08,"28,963.56","29,046.03","29,140.68","28,897.64",504.18M,-0.19%
2021/06/07,"29,019.24","29,214.00","29,241.20","28,973.05",509.56M,0.27%
2021/06/04,"28,941.52","28,901.42","28,991.24","28,764.68",557.89M,-0.40%
2021/06/03,"29,058.11","28,890.39","29,157.16","28,879.15",585.37M,0.39%
2021/06/02,"28,946.14","28,730.81","29,003.55","28,565.83",710.02M,0.46%
2021/06/01,"28,814.34","28,998.65","29,075.47","28,611.25",473.77M,-0.16%
2021/05/31,"28,860.08","29,019.45","29,147.71","28,791.60",537.88M,-0.99%
2021/05/28,"29,149.41","28,912.54","29,194.11","28,899.66",805.70M,2.10%
2021/05/27,"28,549.01","28,543.32","28,587.21","28,360.56",1.38B,-0.33%
2021/05/26,"28,642.19","28,396.62","28,710.83","28,396.62",641.63M,0.31%
2021/05/25,"28,553.98","28,516.99","28,576.97","28,443.74",539.91M,0.67%
2021/05/24,"28,364.61","28,212.32","28,584.18","28,212.32",546.71M,0.17%
2021/05/21,"28,317.83","28,269.61","28,411.56","28,193.03",586.64M,0.78%
2021/05/20,"28,098.25","27,875.50","28,176.87","27,821.96",568.20M,0.19%
2021/05/19,"28,044.45","28,031.22","28,216.65","27,842.98",686.80M,-1.28%
2021/05/18,"28,406.84","27,931.57","28,481.17","27,931.57",746.56M,2.09%
2021/05/17,"27,824.83","28,310.46","28,312.78","27,632.53",638.82M,-0.92%
2021/05/14,"28,084.47","27,723.70","28,139.96","27,723.70",735.40M,2.32%
2021/05/13,"27,448.01","27,929.01","27,961.96","27,385.03",804.89M,-2.49%
2021/05/12,"28,147.51","28,712.10","28,831.03","27,888.59",899.92M,-1.61%
2021/05/11,"28,608.59","29,238.56","29,289.12","28,535.36",731.70M,-3.08%
2021/05/10,"29,518.34","29,376.89","29,685.41","29,346.14",662.98M,0.55%
2021/05/07,"29,357.82","29,330.45","29,449.86","29,237.36",675.50M,0.09%
2021/05/06,"29,331.37","29,024.01","29,430.22","28,966.47",943.04M,1.80%
2021/04/30,"28,812.63","28,996.66","29,046.49","28,760.27",783.83M,-0.83%
2021/04/28,"29,053.97","28,935.51","29,139.70","28,875.91",614.23M,0.21%
2021/04/27,"28,991.89","29,174.53","29,187.11","28,990.19",594.24M,-0.46%
2021/04/26,"29,126.23","29,095.49","29,241.28","28,896.37",492.02M,0.36%
2021/04/23,"29,020.63","28,939.12","29,035.34","28,770.62",474.50M,-0.57%
2021/04/22,"29,188.17","28,880.78","29,192.39","28,800.86",550.71M,2.38%
2021/04/21,"28,508.55","28,660.36","28,778.93","28,419.84",709.98M,-2.03%
2021/04/20,"29,100.38","29,355.87","29,361.28","29,014.36",598.82M,-1.97%
2021/04/19,"29,685.37","29,688.32","29,808.01","29,530.84",446.99M,0.01%
2021/04/16,"29,683.37","29,789.08","29,789.08","29,621.83",490.83M,0.14%
2021/04/15,"29,642.69","29,573.90","29,787.66","29,558.55",506.21M,0.07%
2021/04/14,"29,620.99","29,718.06","29,722.40","29,567.18",571.69M,-0.44%
2021/04/13,"29,751.61","29,605.69","29,897.11","29,573.79",548.88M,0.72%
2021/04/12,"29,538.73","29,874.43","29,876.04","29,538.73",501.94M,-0.77%
2021/04/09,"29,768.06","29,865.53","30,064.35","29,768.06",648.75M,0.20%
2021/04/08,"29,708.98","29,675.88","29,744.79","29,516.42",625.99M,-0.07%
2021/04/07,"29,730.79","29,743.48","29,867.94","29,523.55",615.39M,0.12%
2021/04/06,"29,696.63","30,208.89","30,208.89","29,665.86",655.22M,-1.30%
2021/04/05,"30,089.25","30,084.61","30,195.00","30,024.25",553.63M,0.79%
2021/04/02,"29,854.00","29,704.66","29,869.67","29,694.09",571.99M,1.58%
2021/04/01,"29,388.87","29,441.91","29,585.46","29,318.82",756.39M,0.72%
2021/03/31,"29,178.80","29,278.33","29,348.99","29,165.52",820.05M,-0.86%
2021/03/30,"29,432.70","29,365.04","29,478.20","29,283.89",798.78M,0.16%
2021/03/29,"29,384.52","29,478.12","29,578.37","29,200.88",1.08B,0.71%
2021/03/26,"29,176.70","29,068.52","29,240.74","28,953.22",736.54M,1.56%
2021/03/25,"28,729.88","28,457.33","28,821.83","28,414.92",728.19M,1.14%
2021/03/24,"28,405.52","28,765.55","28,867.67","28,379.06",959.88M,-2.04%
2021/03/23,"28,995.92","29,381.49","29,496.83","28,995.92",792.03M,-0.61%
2021/03/22,"29,174.15","29,444.10","29,472.98","29,107.63",788.14M,-2.07%
2021/03/19,"29,792.05","29,904.57","30,049.77","29,621.22",1.29B,-1.41%
2021/03/18,"30,216.75","30,148.48","30,485.00","30,041.50",953.91M,1.01%
2021/03/17,"29,914.33","29,836.83","29,984.97","29,825.16",746.26M,-0.02%
2021/03/16,"29,921.09","29,770.39","30,026.40","29,755.47",837.53M,0.52%
2021/03/15,"29,766.97","29,804.50","29,884.73","29,670.31",940.73M,0.17%
2021/03/12,"29,717.83","29,287.74","29,744.32","29,210.40",966.36M,1.73%
2021/03/11,"29,211.64","29,033.92","29,255.42","28,995.33",784.58M,0.60%
2021/03/10,"29,036.56","29,118.28","29,233.47","28,960.09",830.16M,0.03%
2021/03/09,"29,027.94","28,748.87","29,053.56","28,609.21",967.25M,0.99%
2021/03/08,"28,743.25","29,208.19","29,255.90","28,644.26",923.78M,-0.42%
2021/03/05,"28,864.32","28,725.48","28,867.83","28,308.57",857.75M,-0.23%
2021/03/04,"28,930.11","29,198.42","29,277.19","28,711.04",751.88M,-2.13%
2021/03/03,"29,559.10","29,482.12","29,604.37","29,336.60",688.12M,0.51%
2021/03/02,"29,408.17","29,939.75","29,996.39","29,314.82",701.35M,-0.86%
2021/03/01,"29,663.50","29,419.45","29,686.39","29,396.04",626.60M,2.41%
2021/02/26,"28,966.01","29,753.73","29,760.31","28,966.01",929.34M,-3.99%
2021/02/25,"30,168.27","30,077.27","30,213.28","30,044.43",700.55M,1.67%
2021/02/24,"29,671.70","30,020.11","30,089.59","29,671.70",792.90M,-1.61%
2021/02/22,"30,156.03","30,281.78","30,458.13","30,089.18",628.04M,0.46%
2021/02/19,"30,017.92","29,970.59","30,169.59","29,847.33",637.49M,-0.72%
2021/02/18,"30,236.09","30,311.98","30,560.49","30,140.01",779.35M,-0.19%
2021/02/17,"30,292.19","30,366.82","30,398.20","30,191.01",747.81M,-0.58%
2021/02/16,"30,467.75","30,229.46","30,714.52","30,191.65",812.60M,1.28%
2021/02/15,"30,084.15","29,662.41","30,092.34","29,662.41",703.36M,1.91%
2021/02/12,"29,520.07","29,635.88","29,650.51","29,417.32",797.95M,-0.14%
2021/02/10,"29,562.93","29,412.55","29,562.93","29,368.18",811.10M,0.19%
2021/02/09,"29,505.93","29,435.61","29,585.75","29,350.48",868.79M,0.40%
2021/02/08,"29,388.50","28,831.58","29,400.56","28,817.60",935.74M,2.12%
2021/02/05,"28,779.19","28,631.46","28,785.71","28,548.27",931.94M,1.54%
2021/02/04,"28,341.95","28,557.46","28,600.22","28,325.89",810.88M,-1.06%
2021/02/03,"28,646.50","28,482.71","28,669.95","28,402.30",839.84M,1.00%
2021/02/02,"28,362.17","28,207.48","28,379.31","28,089.12",675.37M,0.97%
2021/02/01,"28,091.05","27,649.07","28,107.10","27,649.07",656.89M,1.55%
2021/01/29,"27,663.39","28,320.72","28,320.72","27,629.80",917.38M,-1.89%
2021/01/28,"28,197.42","28,169.27","28,360.48","27,975.85",1.24B,-1.53%
2021/01/27,"28,635.21","28,665.34","28,754.99","28,542.00",690.16M,0.31%
2021/01/26,"28,546.18","28,696.30","28,740.71","28,527.81",634.87M,-0.96%
2021/01/25,"28,822.29","28,698.89","28,822.29","28,566.85",573.49M,0.67%
2021/01/22,"28,631.45","28,580.20","28,698.18","28,527.16",669.45M,-0.44%
2021/01/21,"28,756.86","28,710.41","28,846.15","28,677.61",676.62M,0.82%
2021/01/20,"28,523.26","28,798.74","28,801.19","28,402.11",697.92M,-0.38%
2021/01/19,"28,633.46","28,405.49","28,720.91","28,373.34",581.76M,1.39%
2021/01/18,"28,242.21","28,238.68","28,349.97","28,111.54",519.15M,-0.97%
2021/01/15,"28,519.18","28,777.47","28,820.50","28,477.03",741.16M,-0.62%
2021/01/14,"28,698.26","28,442.73","28,979.53","28,411.58",819.13M,0.85%
2021/01/13,"28,456.59","28,140.10","28,503.43","28,133.59",708.57M,1.04%
2021/01/12,"28,164.34","28,004.37","28,287.37","27,899.45",788.40M,0.09%
2021/01/08,"28,139.03","27,720.14","28,139.03","27,667.75",848.72M,2.36%
2021/01/07,"27,490.13","27,340.46","27,624.73","27,340.46",988.56M,1.60%
2021/01/06,"27,055.94","27,102.85","27,196.40","27,002.18",726.61M,-0.38%
2021/01/05,"27,158.63","27,151.38","27,279.78","27,073.46",550.01M,-0.37%
2021/01/04,"27,258.38","27,575.57","27,602.11","27,042.32",515.06M,-0.68%
2020/12/30,"27,444.17","27,559.10","27,572.57","27,338.56",505.87M,-0.45%
2020/12/29,"27,568.15","26,936.38","27,602.52","26,921.14",594.33M,2.66%
2020/12/28,"26,854.03","26,691.29","26,854.03","26,664.60",506.67M,0.74%
2020/12/25,"26,656.61","26,708.10","26,716.61","26,638.28",333.99M,-0.04%
2020/12/24,"26,668.35","26,635.11","26,764.53","26,605.26",479.33M,0.54%
2020/12/23,"26,524.79","26,580.43","26,585.21","26,414.74",560.12M,0.33%
2020/12/22,"26,436.39","26,559.33","26,639.99","26,361.66",586.45M,-1.04%
2020/12/21,"26,714.42","26,834.10","26,905.67","26,533.63",607.19M,-0.18%
2020/12/18,"26,763.39","26,775.53","26,824.29","26,707.30",737.84M,-0.16%
2020/12/17,"26,806.67","26,744.50","26,843.05","26,676.28",614.94M,0.18%
2020/12/16,"26,757.40","26,835.59","26,874.98","26,717.03",613.31M,0.26%
2020/12/15,"26,687.84","26,683.11","26,736.84","26,605.54",593.32M,-0.17%
2020/12/14,"26,732.44","26,659.53","26,870.47","26,648.69",599.61M,0.30%
2020/12/11,"26,652.52","26,732.85","26,819.41","26,553.01",748.74M,-0.39%
2020/12/10,"26,756.24","26,688.50","26,852.77","26,639.98",692.46M,-0.23%
2020/12/09,"26,817.94","26,526.34","26,826.78","26,520.60",618.49M,1.33%
2020/12/08,"26,467.08","26,380.32","26,523.30","26,327.08",550.56M,-0.30%
2020/12/07,"26,547.44","26,894.25","26,894.25","26,500.32",615.83M,-0.76%
2020/12/04,"26,751.24","26,697.26","26,799.83","26,646.08",616.22M,-0.22%
2020/12/03,"26,809.37","26,740.30","26,868.09","26,719.23",694.76M,0.03%
2020/12/02,"26,800.98","26,884.99","26,889.90","26,695.28",801.85M,0.05%
2020/12/01,"26,787.54","26,624.20","26,852.16","26,618.39",732.39M,1.34%
2020/11/30,"26,433.62","26,830.10","26,834.20","26,405.83",1.48B,-0.79%
2020/11/27,"26,644.71","26,530.28","26,672.40","26,419.05",862.27M,0.40%
2020/11/26,"26,537.31","26,255.47","26,560.03","26,255.47",635.48M,0.91%
2020/11/25,"26,296.86","26,468.52","26,706.42","26,258.35",925.23M,0.50%
2020/11/24,"26,165.59","25,901.45","26,261.78","25,901.45",817.07M,2.50%
2020/11/20,"25,527.37","25,486.83","25,555.37","25,425.59",634.29M,-0.42%
2020/11/19,"25,634.34","25,628.73","25,650.86","25,474.94",820.38M,-0.36%
2020/11/18,"25,728.14","25,860.55","25,882.14","25,656.70",692.44M,-1.10%
2020/11/17,"26,014.62","26,043.45","26,057.30","25,851.54",848.29M,0.42%
2020/11/16,"25,906.93","25,652.69","25,928.18","25,640.29",849.36M,2.05%
2020/11/13,"25,385.87","25,405.64","25,456.18","25,215.31",775.85M,-0.53%
2020/11/12,"25,520.88","25,439.35","25,587.96","25,316.60",805.33M,0.68%
2020/11/11,"25,349.60","25,145.66","25,401.30","25,145.66",1.02B,1.78%
2020/11/10,"24,905.59","25,087.30","25,279.94","24,833.18",1.28B,0.26%
2020/11/09,"24,839.84","24,568.84","24,962.80","24,541.28",670.16M,2.12%
2020/11/06,"24,325.23","24,076.22","24,389.00","24,039.16",731.90M,0.91%
2020/11/05,"24,105.28","23,776.20","24,112.42","23,756.78",786.18M,1.73%
2020/11/04,"23,695.23","23,619.58","23,801.88","23,505.78",816.07M,1.72%
2020/11/02,"23,295.48","23,110.74","23,370.91","23,096.79",697.47M,1.39%
2020/10/30,"22,977.13","23,320.71","23,320.71","22,948.47",766.81M,-1.52%
2020/10/29,"23,331.94","23,170.76","23,374.10","23,170.76",575.16M,-0.37%
2020/10/28,"23,418.51","23,372.61","23,451.03","23,334.23",671.40M,-0.29%
2020/10/27,"23,485.80","23,376.96","23,485.80","23,232.31",526.86M,-0.04%
2020/10/26,"23,494.34","23,520.78","23,572.60","23,475.52",416.95M,-0.09%
2020/10/23,"23,516.59","23,558.71","23,587.90","23,469.13",492.25M,0.18%
2020/10/22,"23,474.27","23,525.59","23,555.78","23,436.17",448.66M,-0.70%
2020/10/21,"23,639.46","23,615.52","23,702.30","23,611.33",533.29M,0.31%
2020/10/20,"23,567.04","23,587.87","23,674.87","23,518.29",486.74M,-0.44%
2020/10/19,"23,671.13","23,543.69","23,707.16","23,543.69",462.73M,1.11%
2020/10/16,"23,410.63","23,478.40","23,538.74","23,382.67",481.27M,-0.41%
2020/10/15,"23,507.23","23,548.45","23,581.16","23,458.43",483.25M,-0.51%
2020/10/14,"23,626.73","23,545.66","23,656.70","23,518.81",540.24M,0.11%
2020/10/13,"23,601.78","23,667.90","23,667.90","23,490.95",471.89M,0.18%
2020/10/12,"23,558.69","23,588.74","23,597.91","23,501.26",448.94M,-0.26%
2020/10/09,"23,619.69","23,713.86","23,725.58","23,552.73",560.94M,-0.12%
2020/10/08,"23,647.07","23,506.34","23,701.77","23,477.73",563.45M,0.96%
2020/10/07,"23,422.82","23,272.45","23,432.73","23,272.45",520.93M,-0.05%
2020/10/06,"23,433.73","23,420.07","23,441.16","23,331.40",576.64M,0.52%
2020/10/05,"23,312.14","23,254.28","23,377.43","23,252.69",594.70M,1.23%
2020/10/02,"23,029.90","23,294.80","23,365.58","22,951.41",862.93M,-0.67%
2020/10/01,"23,185.12","23,185.12","23,185.12","23,185.12",-,0.00%
2020/09/30,"23,185.12","23,478.85","23,522.38","23,170.89",882.18M,-1.50%
2020/09/29,"23,539.10","23,410.50","23,622.74","23,347.64",613.48M,0.12%
2020/09/28,"23,511.62","23,391.96","23,516.04","23,303.03",819.82M,1.32%
2020/09/25,"23,204.62","23,217.33","23,272.67","23,154.66",721.75M,0.51%
2020/09/24,"23,087.82","23,215.00","23,234.72","23,039.48",705.32M,-1.11%
2020/09/23,"23,346.49","23,245.89","23,370.13","23,154.45",769.61M,-0.06%
2020/09/18,"23,360.30","23,321.19","23,398.46","23,290.19",826.01M,0.18%
2020/09/17,"23,319.37","23,416.62","23,446.39","23,272.23",610.98M,-0.67%
2020/09/16,"23,475.53","23,425.23","23,506.45","23,397.43",630.21M,0.09%
2020/09/15,"23,454.89","23,438.83","23,477.86","23,351.35",617.63M,-0.44%
2020/09/14,"23,559.30","23,431.16","23,582.21","23,429.42",654.36M,0.65%
2020/09/11,"23,406.49","23,114.63","23,412.93","23,114.63",768.96M,0.74%
2020/09/10,"23,235.47","23,193.47","23,250.31","23,134.02",675.86M,0.88%
2020/09/09,"23,032.54","22,966.89","23,059.02","22,878.71",844.32M,-1.04%
2020/09/08,"23,274.13","23,188.79","23,277.66","23,129.66",621.13M,0.80%
2020/09/07,"23,089.95","23,145.47","23,218.22","23,086.89",572.77M,-0.50%
2020/09/04,"23,205.43","23,130.32","23,257.69","23,098.77",593.15M,-1.11%
2020/09/03,"23,465.53","23,524.49","23,580.51","23,426.11",574.65M,0.94%
2020/09/02,"23,247.15","23,261.09","23,287.40","23,170.82",526.37M,0.47%
2020/09/01,"23,138.07","23,089.63","23,206.66","23,047.77",595.68M,-0.01%
2020/08/31,"23,139.76","23,147.14","23,342.32","23,102.61",809.89M,1.12%
2020/08/28,"22,882.65","23,232.30","23,376.13","22,594.79",980.83M,-1.41%
2020/08/27,"23,208.86","23,311.04","23,323.07","23,177.85",526.75M,-0.35%
2020/08/26,"23,290.86","23,257.05","23,348.80","23,203.00",477.90M,-0.03%
2020/08/25,"23,296.77","23,242.74","23,431.04","23,225.39",752.69M,1.35%
2020/08/24,"22,985.51","22,913.20","23,012.71","22,862.54",405.89M,0.28%
2020/08/21,"22,920.30","23,022.76","23,135.43","22,920.30",511.83M,0.17%
2020/08/20,"22,880.62","23,003.58","23,078.36","22,851.83",501.84M,-1.00%
2020/08/19,"23,110.61","22,997.93","23,149.85","22,953.60",500.96M,0.26%
2020/08/18,"23,051.08","23,097.80","23,128.18","22,948.89",556.30M,-0.20%
2020/08/17,"23,096.75","23,189.48","23,248.75","23,068.53",435.89M,-0.83%
2020/08/14,"23,289.36","23,323.92","23,338.79","23,222.85",598.15M,0.17%
2020/08/13,"23,249.61","23,123.36","23,316.69","23,111.50",848.23M,1.78%
2020/08/12,"22,843.96","22,747.44","22,874.37","22,670.74",907.65M,0.41%
2020/08/11,"22,750.24","22,505.51","22,760.87","22,497.07",993.22M,1.88%
2020/08/07,"22,329.94","22,433.78","22,436.16","22,204.61",666.93M,-0.39%
2020/08/06,"22,418.15","22,471.71","22,587.75","22,362.89",626.23M,-0.43%
2020/08/05,"22,514.85","22,479.72","22,554.20","22,356.25",740.04M,-0.26%
2020/08/04,"22,573.66","22,379.74","22,603.82","22,379.74",891.08M,1.70%
2020/08/03,"22,195.38","21,947.58","22,214.59","21,919.83",839.73M,2.24%
2020/07/31,"21,710.00","22,267.59","22,295.05","21,710.00",1.07B,-2.82%
2020/07/30,"22,339.23","22,489.24","22,506.60","22,334.71",777.66M,-0.26%
2020/07/29,"22,397.11","22,543.89","22,584.87","22,366.34",742.59M,-1.15%
2020/07/28,"22,657.38","22,735.02","22,842.19","22,646.22",677.53M,-0.26%
2020/07/27,"22,715.85","22,495.95","22,741.13","22,429.57",717.62M,-0.16%
2020/07/22,"22,751.61","22,791.75","22,855.31","22,732.92",653.64M,-0.58%
2020/07/21,"22,884.22","22,789.38","22,925.58","22,780.22",685.61M,0.73%
2020/07/20,"22,717.48","22,772.07","22,788.53","22,580.19",500.42M,0.09%
2020/07/17,"22,696.42","22,807.57","22,857.82","22,643.52",558.65M,-0.32%
2020/07/16,"22,770.36","22,907.96","22,925.90","22,739.42",894.44M,-0.76%
2020/07/15,"22,945.50","22,817.91","22,965.56","22,800.11",725.70M,1.59%
2020/07/14,"22,587.01","22,631.87","22,677.02","22,538.78",609.65M,-0.87%
2020/07/13,"22,784.74","22,591.81","22,784.74","22,561.47",712.47M,2.22%
2020/07/10,"22,290.81","22,534.97","22,563.68","22,285.07",788.05M,-1.06%
2020/07/09,"22,529.29","22,442.30","22,679.08","22,434.38",651.67M,0.40%
2020/07/08,"22,438.65","22,481.61","22,667.95","22,438.65",649.12M,-0.78%
