"日付","始値","高値","安値","終値","前日比","5DMA","25DMA","75DMA"
"2013/12/30","16,269.22","16,320.22","16,182.71","16,291.31","+112.37","16,108.80","15,643.10","14,884.15"
"2013/12/27","16,229.43","16,232.69","16,056.73","16,178.94","+4.50","16,024.62","15,606.71","14,856.34"
"2013/12/26","16,087.07","16,186.04","16,082.28","16,174.44","+164.45","15,960.68","15,574.18","14,825.43"
"2013/12/25","15,861.13","16,010.54","15,853.51","16,009.99","+120.66","15,843.35","15,530.24","14,797.30"
"2013/12/24","15,955.90","16,029.65","15,849.00","15,889.33","+18.91","15,697.08","15,494.91","14,771.22"
"2013/12/20","15,790.69","15,870.42","15,755.36","15,870.42","+11.20","15,549.79","15,465.91","14,745.74"
"2013/12/19","15,809.43","15,891.82","15,798.85","15,859.22","+271.42","15,456.33","15,437.73","14,715.11"
"2013/12/18","15,273.24","15,588.42","15,268.18","15,587.80","+309.17","15,352.85","15,398.41","14,682.17"
"2013/12/17","15,290.22","15,322.13","15,248.42","15,278.63","+125.72","15,338.30","15,357.59","14,653.80"
"2013/12/16","15,408.35","15,408.35","15,146.13","15,152.91","-250.20","15,404.84","15,329.99","14,627.93"
"2013/12/13","15,316.89","15,532.94","15,251.45","15,403.11","+61.29","15,504.30","15,294.67","14,606.45"
"2013/12/12","15,377.32","15,392.66","15,255.36","15,341.82","-173.24","15,483.65","15,242.01","14,582.90"
"2013/12/11","15,509.93","15,562.30","15,386.11","15,515.06","-96.25","15,450.78","15,197.48","14,560.48"
"2013/12/10","15,633.97","15,633.97","15,562.06","15,611.31","-38.90","15,429.36","15,150.37","14,531.81"
"2013/12/09","15,556.60","15,650.21","15,547.29","15,650.21","+350.35","15,457.03","15,094.93","14,502.65"
"2013/12/06","15,112.54","15,327.37","15,112.54","15,299.86","+122.37","15,458.00","15,036.99","14,472.60"
"2013/12/05","15,354.53","15,430.20","15,139.12","15,177.49","-230.45","15,530.40","14,998.11","14,452.05"
"2013/12/04","15,520.20","15,579.36","15,326.06","15,407.94","-341.72","15,640.33","14,971.10","14,431.68"
"2013/12/03","15,747.54","15,794.15","15,661.90","15,749.66","+94.59","15,648.67","14,927.83","14,409.61"
"2013/12/02","15,659.74","15,703.02","15,579.54","15,655.07","-6.80","15,601.78","14,873.68","14,386.95"
"2013/11/29","15,661.43","15,727.96","15,507.17","15,661.87","-65.25","15,594.59","14,811.01","14,363.11"
"2013/11/28","15,622.19","15,729.09","15,605.73","15,727.12","+277.49","15,538.56","14,763.99","14,334.55"
