付け,始値,高値,安値,終値,出来高,前比%
2009/02/20,"7,544.07","7,554.70","7,382.33","7,416.38",-,-1.87%
2009/02/19,"7,604.22","7,642.69","7,537.56","7,557.65",-,0.31%
2009/02/18,"7,539.96","7,565.79","7,479.18","7,534.44",-,-1.45%
2009/02/17,"7,690.13","7,710.43","7,615.94","7,645.51",-,-1.35%
2009/02/16,"7,732.68","7,804.24","7,694.73","7,750.17",-,-0.38%
2009/02/13,"7,789.35","7,887.74","7,730.27","7,779.40",-,0.96%
2009/02/12,"7,842.53","7,862.52","7,685.68","7,705.36",-,-3.03%
2009/02/10,"8,066.94","8,124.79","7,917.27","7,945.94",-,-0.29%
2009/02/09,"8,178.07","8,257.71","7,969.03","7,969.03",-,-1.33%
2009/02/06,"8,054.27","8,169.04","8,033.24","8,076.62",-,1.60%
2009/02/05,"7,985.53","8,093.96","7,901.04","7,949.65",-,-1.11%
2009/02/04,"7,897.24","8,084.97","7,863.65","8,038.94",-,2.73%
2009/02/03,"7,862.95","8,084.41","7,800.80","7,825.51",-,-0.62%
2009/02/02,"7,908.51","7,955.75","7,795.27","7,873.98",-,-1.50%
2009/01/30,"8,142.88","8,142.88","7,922.39","7,994.05",-,-3.12%
2009/01/29,"8,201.16","8,305.38","8,138.99","8,251.24",-,1.79%
2009/01/28,"8,052.25","8,171.63","7,936.59","8,106.29",-,0.56%
2009/01/27,"7,782.90","8,115.15","7,782.07","8,061.07",-,4.93%
2009/01/26,"7,714.26","7,807.16","7,671.04","7,682.14",-,-0.81%
2009/01/23,"7,965.41","7,965.41","7,745.25","7,745.25",-,-3.81%
2009/01/22,"7,988.30","8,051.74","7,809.89","8,051.74",-,1.90%
2009/01/21,"7,949.96","8,009.22","7,829.30","7,901.64",-,-2.04%
2009/01/20,"8,187.14","8,190.42","7,962.46","8,065.79",-,-2.31%
2009/01/19,"8,318.26","8,351.68","8,221.84","8,256.85",-,0.32%
2009/01/16,"8,125.20","8,283.91","8,067.47","8,230.15",-,2.58%
2009/01/15,"8,309.38","8,309.38","7,997.73","8,023.31",-,-4.92%
2009/01/14,"8,425.75","8,516.07","8,359.16","8,438.45",-,0.29%
2009/01/13,"8,732.63","8,732.93","8,405.50","8,413.91",-,-4.79%
2009/01/09,"8,932.71","8,956.85","8,773.20","8,836.80",-,-0.45%
2009/01/08,"9,143.21","9,148.83","8,876.42","8,876.42",-,-3.93%
2009/01/07,"9,133.80","9,325.35","9,106.05","9,239.24",-,1.74%
2009/01/06,"9,130.01","9,171.03","9,029.94","9,080.84",-,0.42%
2009/01/05,"8,991.21","9,127.38","8,987.36","9,043.12",-,2.07%
