付け,始値,高値,安値,終値,出来高,前比%
2009/12/30,"10,707.51","10,707.51","10,546.44","10,546.44",-,-0.86%
2009/12/29,"10,611.85","10,683.12","10,597.41","10,638.06",-,0.04%
2009/12/28,"10,521.81","10,652.99","10,513.55","10,634.23",-,1.33%
2009/12/25,"10,546.97","10,546.97","10,476.65","10,494.71",-,-0.40%
2009/12/24,"10,413.37","10,558.41","10,413.37","10,536.92",-,1.53%
2009/12/22,"10,256.00","10,378.03","10,235.22","10,378.03",-,1.91%
2009/12/21,"10,196.71","10,215.49","10,183.47","10,183.47",-,0.41%
2009/12/18,"10,110.64","10,157.25","10,027.85","10,142.05",-,-0.21%
2009/12/17,"10,199.92","10,260.12","10,163.80","10,163.80",-,-0.13%
2009/12/16,"10,179.33","10,222.22","10,117.12","10,177.41",-,0.93%
2009/12/15,"10,053.45","10,111.76","10,033.90","10,083.48",-,-0.22%
2009/12/14,"10,126.61","10,126.61","10,009.60","10,105.68",-,-0.02%
2009/12/11,"9,958.00","10,107.87","9,916.21","10,107.87",-,2.48%
2009/12/10,"9,964.05","10,035.92","9,834.22","9,862.82",-,-1.42%
2009/12/09,"10,048.94","10,048.94","9,985.97","10,004.72",-,-1.34%
2009/12/08,"10,079.81","10,149.32","10,079.81","10,140.47",-,-0.27%
2009/12/07,"10,131.90","10,204.58","10,106.31","10,167.60",-,1.45%
2009/12/04,"10,019.24","10,022.59","9,902.83","10,022.59",-,0.45%
2009/12/03,"9,707.02","9,977.67","9,707.02","9,977.67",-,3.84%
2009/12/02,"9,551.79","9,643.32","9,514.15","9,608.94",-,0.38%
2009/12/01,"9,281.82","9,572.20","9,233.20","9,572.20",-,2.43%
2009/11/30,"9,189.17","9,353.74","9,162.18","9,345.55",-,2.91%
2009/11/27,"9,257.20","9,257.20","9,076.41","9,081.52",-,-3.22%
2009/11/26,"9,354.80","9,457.24","9,324.99","9,383.24",-,-0.62%
2009/11/25,"9,381.90","9,453.70","9,366.33","9,441.64",-,0.43%
2009/11/24,"9,511.00","9,511.00","9,397.79","9,401.58",-,-1.01%
2009/11/20,"9,460.21","9,513.60","9,423.66","9,497.68",-,-0.54%
2009/11/19,"9,691.86","9,691.86","9,496.07","9,549.47",-,-1.32%
2009/11/18,"9,723.23","9,788.81","9,631.83","9,676.80",-,-0.55%
2009/11/17,"9,834.58","9,847.64","9,715.28","9,729.93",-,-0.63%
2009/11/16,"9,784.14","9,802.53","9,725.81","9,791.18",-,0.21%
2009/11/13,"9,793.19","9,805.20","9,719.38","9,770.31",-,-0.35%
2009/11/12,"9,921.45","9,943.57","9,788.49","9,804.49",-,-0.68%
2009/11/11,"9,890.18","9,949.71","9,849.99","9,871.68",-,0.01%
2009/11/10,"9,904.68","9,979.46","9,857.10","9,870.73",-,0.63%
2009/11/09,"9,777.64","9,845.90","9,731.59","9,808.99",-,0.20%
2009/11/06,"9,812.73","9,849.72","9,767.00","9,789.35",-,0.74%
2009/11/05,"9,803.50","9,825.82","9,691.69","9,717.44",-,-1.29%
2009/11/04,"9,785.28","9,845.00","9,767.91","9,844.31",-,0.42%
2009/11/02,"9,903.77","9,904.61","9,736.14","9,802.95",-,-2.31%
2009/10/30,"10,006.84","10,049.59","9,984.33","10,034.74",-,1.45%
2009/10/29,"9,941.57","9,945.41","9,850.12","9,891.10",-,-1.83%
2009/10/28,"10,182.14","10,209.20","10,060.39","10,075.05",-,-1.35%
2009/10/27,"10,283.46","10,290.92","10,201.93","10,212.46",-,-1.45%
2009/10/26,"10,271.84","10,397.69","10,250.84","10,362.62",-,0.77%
2009/10/23,"10,335.34","10,364.17","10,271.71","10,282.99",-,0.15%
2009/10/22,"10,251.09","10,274.61","10,159.66","10,267.17",-,-0.64%
2009/10/21,"10,292.39","10,350.45","10,292.39","10,333.39",-,-0.03%
2009/10/20,"10,329.30","10,357.59","10,307.59","10,336.84",-,0.98%
2009/10/19,"10,179.46","10,264.44","10,125.33","10,236.51",-,-0.21%
2009/10/16,"10,276.40","10,290.31","10,216.14","10,257.56",-,0.18%
2009/10/15,"10,194.91","10,272.62","10,184.81","10,238.65",-,1.77%
2009/10/14,"10,096.01","10,096.01","10,016.24","10,060.21",-,-0.16%
2009/10/13,"10,066.85","10,116.72","10,039.62","10,076.56",-,0.60%
2009/10/09,"9,893.63","10,016.39","9,857.39","10,016.39",-,1.87%
2009/10/08,"9,806.03","9,863.34","9,746.15","9,832.47",-,0.34%
2009/10/07,"9,750.24","9,821.74","9,735.68","9,799.60",-,1.11%
2009/10/06,"9,744.42","9,744.42","9,628.67","9,691.80",-,0.18%
2009/10/05,"9,733.07","9,751.56","9,669.31","9,674.49",-,-0.59%
2009/10/02,"9,848.07","9,852.17","9,714.18","9,731.87",-,-2.47%
2009/10/01,"10,072.64","10,077.22","9,965.06","9,978.64",-,-1.53%
2009/09/30,"10,105.17","10,138.04","10,063.69","10,133.23",-,0.33%
2009/09/29,"10,089.11","10,125.88","10,059.87","10,100.20",-,0.91%
2009/09/28,"10,136.24","10,151.60","9,971.05","10,009.52",-,-2.50%
2009/09/25,"10,395.45","10,395.45","10,228.60","10,265.98",-,-2.64%
2009/09/24,"10,405.53","10,566.98","10,386.88","10,544.22",-,1.67%
2009/09/18,"10,379.21","10,399.42","10,292.50","10,370.54",-,-0.70%
2009/09/17,"10,373.25","10,443.80","10,340.14","10,443.80",-,1.68%
2009/09/16,"10,288.72","10,394.56","10,247.24","10,270.77",-,0.52%
2009/09/15,"10,255.73","10,292.47","10,183.30","10,217.62",-,0.15%
2009/09/14,"10,388.32","10,388.32","10,170.74","10,202.06",-,-2.32%
2009/09/11,"10,519.33","10,522.23","10,407.97","10,444.33",-,-0.66%
2009/09/10,"10,385.35","10,521.14","10,382.99","10,513.67",-,1.95%
2009/09/09,"10,343.80","10,390.25","10,249.11","10,312.14",-,-0.78%
2009/09/08,"10,353.51","10,393.23","10,300.50","10,393.23",-,0.70%
2009/09/07,"10,288.56","10,326.45","10,274.38","10,320.94",-,1.31%
2009/09/04,"10,256.49","10,256.49","10,143.26","10,187.11",-,-0.27%
2009/09/03,"10,240.02","10,290.83","10,185.38","10,214.64",-,-0.64%
2009/09/02,"10,378.08","10,378.08","10,215.60","10,280.46",-,-2.37%
2009/09/01,"10,453.37","10,577.19","10,438.51","10,530.06",-,0.36%
2009/08/31,"10,608.16","10,767.00","10,423.90","10,492.53",-,-0.39%
2009/08/28,"10,546.88","10,560.44","10,471.63","10,534.14",-,0.57%
2009/08/27,"10,570.78","10,575.79","10,400.83","10,473.97",-,-1.56%
2009/08/26,"10,554.44","10,668.74","10,526.51","10,639.71",-,1.36%
2009/08/25,"10,515.57","10,566.31","10,469.69","10,497.36",-,-0.79%
2009/08/24,"10,389.57","10,591.00","10,388.78","10,581.05",-,3.35%
2009/08/21,"10,375.22","10,375.22","10,142.22","10,238.20",-,-1.40%
2009/08/20,"10,254.53","10,407.30","10,204.26","10,383.41",-,1.76%
2009/08/19,"10,269.97","10,327.17","10,195.11","10,204.00",-,-0.79%
2009/08/18,"10,208.12","10,325.06","10,181.10","10,284.96",-,0.16%
2009/08/17,"10,521.02","10,521.02","10,268.61","10,268.61",-,-3.10%
2009/08/14,"10,551.33","10,630.38","10,539.43","10,597.33",-,0.76%
2009/08/13,"10,508.09","10,556.28","10,489.12","10,517.19",-,0.79%
2009/08/12,"10,486.36","10,526.35","10,434.09","10,435.00",-,-1.42%
2009/08/11,"10,514.74","10,587.36","10,512.21","10,585.46",-,0.58%
2009/08/10,"10,530.62","10,585.37","10,487.70","10,524.26",-,1.08%
2009/08/07,"10,365.71","10,412.09","10,249.04","10,412.09",-,0.23%
2009/08/06,"10,266.01","10,426.14","10,266.01","10,388.09",-,1.32%
2009/08/05,"10,405.05","10,406.10","10,252.53","10,252.53",-,-1.18%
2009/08/04,"10,438.40","10,479.19","10,358.48","10,375.01",-,0.22%
2009/08/03,"10,355.23","10,380.57","10,322.00","10,352.47",-,-0.04%
2009/07/31,"10,275.14","10,359.07","10,259.57","10,356.83",-,1.89%
2009/07/30,"10,155.71","10,169.68","10,067.51","10,165.21",-,0.51%
2009/07/29,"10,035.91","10,161.95","10,035.91","10,113.24",-,0.26%
2009/07/28,"10,116.89","10,116.89","10,049.63","10,087.26",-,-0.01%
2009/07/27,"10,020.87","10,179.59","10,015.11","10,088.66",-,1.45%
2009/07/24,"9,909.40","9,950.04","9,863.87","9,944.55",-,1.55%
2009/07/23,"9,712.10","9,861.29","9,703.84","9,792.94",-,0.72%
2009/07/22,"9,642.79","9,750.63","9,608.77","9,723.16",-,0.74%
2009/07/21,"9,512.52","9,652.02","9,508.92","9,652.02",-,2.73%
2009/07/17,"9,413.86","9,420.61","9,360.59","9,395.32",-,0.55%
2009/07/16,"9,393.98","9,489.67","9,317.11","9,344.16",-,0.81%
2009/07/15,"9,307.45","9,333.64","9,250.73","9,269.25",-,0.08%
2009/07/14,"9,173.14","9,284.38","9,166.63","9,261.81",-,2.34%
2009/07/13,"9,242.13","9,343.86","9,050.33","9,050.33",-,-2.55%
2009/07/10,"9,338.76","9,370.15","9,265.24","9,287.28",-,-0.04%
2009/07/09,"9,342.33","9,384.24","9,291.06","9,291.06",-,-1.38%
2009/07/08,"9,548.81","9,557.39","9,407.98","9,420.75",-,-2.35%
2009/07/07,"9,713.62","9,734.43","9,619.68","9,647.79",-,-0.34%
2009/07/06,"9,738.49","9,771.76","9,650.75","9,680.87",-,-1.38%
2009/07/03,"9,751.69","9,816.07","9,691.16","9,816.07",-,-0.61%
2009/07/02,"9,993.77","9,993.77","9,869.54","9,876.15",-,-0.64%
2009/07/01,"9,889.34","10,086.18","9,874.00","9,939.93",-,-0.19%
2009/06/30,"9,896.56","10,000.30","9,894.95","9,958.44",-,1.79%
2009/06/29,"9,866.28","9,943.83","9,748.73","9,783.47",-,-0.95%
2009/06/26,"9,852.92","9,893.00","9,793.95","9,877.39",-,0.83%
2009/06/25,"9,628.18","9,871.14","9,619.02","9,796.08",-,2.15%
2009/06/24,"9,596.78","9,624.41","9,534.24","9,590.32",-,0.43%
2009/06/23,"9,695.76","9,712.09","9,511.45","9,549.61",-,-2.82%
2009/06/22,"9,788.07","9,887.13","9,763.37","9,826.27",-,0.41%
2009/06/19,"9,757.85","9,822.83","9,703.87","9,786.26",-,0.85%
2009/06/18,"9,778.35","9,778.35","9,649.83","9,703.72",-,-1.39%
2009/06/17,"9,705.73","9,845.52","9,705.73","9,840.85",-,0.90%
2009/06/16,"9,914.40","9,941.50","9,752.88","9,752.88",-,-2.86%
2009/06/15,"10,126.55","10,126.55","10,029.59","10,039.67",-,-0.95%
2009/06/12,"10,088.21","10,170.82","10,050.96","10,135.82",-,1.55%
2009/06/11,"9,992.98","10,022.23","9,958.98","9,981.33",-,-0.10%
2009/06/10,"9,833.64","9,991.49","9,813.77","9,991.49",-,2.09%
2009/06/09,"9,824.17","9,855.89","9,755.81","9,786.82",-,-0.80%
2009/06/08,"9,829.28","9,914.07","9,816.17","9,865.63",-,1.00%
2009/06/05,"9,752.51","9,774.98","9,719.14","9,768.01",-,1.02%
2009/06/04,"9,690.93","9,743.46","9,654.45","9,668.96",-,-0.75%
2009/06/03,"9,723.82","9,774.55","9,718.70","9,741.67",-,0.38%
2009/06/02,"9,774.55","9,793.47","9,704.31","9,704.31",-,0.27%
2009/06/01,"9,517.49","9,691.73","9,491.26","9,677.75",-,1.63%
2009/05/29,"9,478.21","9,522.50","9,426.52","9,522.50",-,0.75%
2009/05/28,"9,353.33","9,492.66","9,353.33","9,451.39",-,0.13%
2009/05/27,"9,426.62","9,491.13","9,411.54","9,438.77",-,1.37%
2009/05/26,"9,364.22","9,379.78","9,231.93","9,310.81",-,-0.39%
2009/05/25,"9,245.95","9,402.76","9,245.95","9,347.00",-,1.31%
2009/05/22,"9,156.14","9,267.82","9,126.69","9,225.81",-,-0.41%
2009/05/21,"9,280.35","9,286.35","9,189.92","9,264.15",-,-0.86%
2009/05/20,"9,372.72","9,399.40","9,311.61","9,344.64",-,0.59%
2009/05/19,"9,172.56","9,326.75","9,166.97","9,290.29",-,2.78%
2009/05/18,"9,167.05","9,167.82","8,997.74","9,038.69",-,-2.44%
2009/05/15,"9,150.21","9,272.08","9,140.90","9,265.02",-,1.88%
2009/05/14,"9,212.30","9,223.77","9,052.41","9,093.73",-,-2.64%
2009/05/13,"9,305.79","9,379.47","9,278.89","9,340.49",-,0.45%
2009/05/12,"9,358.25","9,389.61","9,298.61","9,298.61",-,-1.62%
2009/05/11,"9,460.72","9,503.91","9,342.75","9,451.98",-,0.20%
2009/05/08,"9,351.40","9,464.43","9,349.57","9,432.83",-,0.50%
2009/05/07,"9,102.35","9,385.70","9,100.11","9,385.70",-,4.55%
2009/05/01,"8,848.84","9,017.32","8,827.13","8,977.37",-,1.69%
2009/04/30,"8,615.45","8,844.77","8,615.45","8,828.26",-,3.94%
2009/04/28,"8,678.28","8,808.64","8,493.77","8,493.77",-,-2.67%
2009/04/27,"8,783.34","8,840.53","8,648.51","8,726.34",-,0.21%
2009/04/24,"8,832.10","8,852.83","8,694.92","8,707.99",-,-1.57%
2009/04/23,"8,776.94","8,860.55","8,647.80","8,847.01",-,1.37%
2009/04/22,"8,777.53","8,802.90","8,683.27","8,727.30",-,0.18%
2009/04/21,"8,802.09","8,802.09","8,612.76","8,711.33",-,-2.39%
2009/04/20,"8,899.59","8,933.80","8,813.72","8,924.75",-,0.19%
2009/04/17,"8,854.33","8,953.34","8,834.63","8,907.58",-,1.74%
2009/04/16,"8,848.43","9,030.00","8,720.62","8,755.26",-,0.14%
2009/04/15,"8,777.68","8,800.52","8,681.03","8,742.96",-,-1.13%
2009/04/14,"8,955.90","8,961.73","8,749.92","8,842.68",-,-0.92%
2009/04/13,"8,930.35","9,024.45","8,888.10","8,924.43",-,-0.44%
2009/04/10,"9,041.23","9,068.80","8,856.69","8,964.11",-,0.54%
2009/04/09,"8,665.16","8,920.86","8,664.26","8,916.06",-,3.74%
2009/04/08,"8,746.73","8,765.64","8,556.75","8,595.01",-,-2.69%
2009/04/07,"8,838.66","8,884.45","8,778.92","8,832.85",-,-0.28%
2009/04/06,"8,856.84","8,992.06","8,812.36","8,857.93",-,1.24%
2009/04/03,"8,814.10","8,884.63","8,697.17","8,749.84",-,0.34%
2009/04/02,"8,453.73","8,741.67","8,449.87","8,719.78",-,4.40%
2009/04/01,"8,173.36","8,351.91","8,084.62","8,351.91",-,2.99%
2009/03/31,"8,199.43","8,383.74","8,088.45","8,109.53",-,-1.54%
2009/03/30,"8,621.85","8,651.06","8,236.08","8,236.08",-,-4.53%
2009/03/27,"8,711.72","8,843.18","8,626.97","8,626.97",-,-0.11%
2009/03/26,"8,430.22","8,640.28","8,383.99","8,636.33",-,1.84%
2009/03/25,"8,499.69","8,553.01","8,392.56","8,479.99",-,-0.10%
2009/03/24,"8,334.68","8,504.41","8,297.27","8,488.30",-,3.32%
2009/03/23,"7,943.14","8,229.13","7,922.55","8,215.53",-,3.39%
2009/03/19,"8,017.93","8,034.09","7,902.49","7,945.96",-,-0.33%
2009/03/18,"8,006.86","8,054.35","7,895.28","7,972.17",-,0.29%
2009/03/17,"7,767.34","7,967.03","7,723.94","7,949.13",-,3.18%
2009/03/16,"7,630.20","7,754.75","7,630.20","7,704.15",-,1.78%
2009/03/13,"7,301.12","7,571.45","7,300.87","7,569.28",-,5.15%
2009/03/12,"7,320.45","7,345.02","7,198.25","7,198.25",-,-2.41%
2009/03/11,"7,165.39","7,393.81","7,161.85","7,376.12",-,4.55%
2009/03/10,"7,059.77","7,100.77","7,021.28","7,054.98",-,-0.44%
2009/03/09,"7,191.13","7,241.02","7,028.49","7,086.03",-,-1.21%
2009/03/06,"7,328.29","7,328.29","7,167.07","7,173.10",-,-3.50%
2009/03/05,"7,336.02","7,532.87","7,336.02","7,433.49",-,1.95%
2009/03/04,"7,146.71","7,320.65","7,104.63","7,290.96",-,0.85%
2009/03/03,"7,177.79","7,288.14","7,088.47","7,229.72",-,-0.69%
2009/03/02,"7,454.28","7,454.28","7,234.96","7,280.15",-,-3.81%
2009/02/27,"7,463.42","7,589.77","7,414.40","7,568.42",-,1.48%
2009/02/26,"7,470.60","7,599.81","7,433.06","7,457.93",-,-0.04%
2009/02/25,"7,368.44","7,471.03","7,330.44","7,461.22",-,2.65%
2009/02/24,"7,266.68","7,270.90","7,155.16","7,268.56",-,-1.46%
2009/02/23,"7,314.30","7,417.18","7,209.43","7,376.16",-,-0.54%
