"日付","始値","高値","安値","終値","前日比","5DMA","25DMA","75DMA"
"2014/12/30","17,702.12","17,713.76","17,450.77","17,450.77","-279.07","17,732.51","17,515.00","16,550.85"
"2014/12/29","17,914.55","17,914.55","17,525.66","17,729.84","-89.12","17,769.38","17,511.27","16,527.58"
"2014/12/26","17,778.91","17,843.73","17,769.01","17,818.96","+10.21","17,747.69","17,494.11","16,500.10"
"2014/12/25","17,804.84","17,832.47","17,773.59","17,808.75","-45.48","17,625.91","17,472.90","16,471.53"
"2014/12/24","17,842.04","17,875.41","17,800.42","17,854.23","+219.09","17,428.11","17,454.31","16,443.79"
"2014/12/22","17,685.53","17,692.58","17,572.62","17,635.14","+13.74","17,208.32","17,419.10","16,414.64"
"2014/12/19","17,511.01","17,621.40","17,471.60","17,621.40","+411.35","17,101.18","17,413.33","16,385.86"
"2014/12/18","17,142.95","17,274.23","17,136.41","17,210.05","+390.32","17,051.21","17,404.18","16,356.57"
"2014/12/17","16,689.34","16,891.02","16,672.94","16,819.73","+64.41","17,060.68","17,403.66","16,333.24"
"2014/12/16","16,862.42","16,895.39","16,714.83","16,755.32","-344.08","17,179.25","17,415.84","16,316.11"
"2014/12/15","17,111.49","17,258.32","17,037.21","17,099.40","-272.18","17,390.86","17,416.84","16,299.65"
"2014/12/12","17,317.69","17,526.19","17,298.19","17,371.58","+114.18","17,558.11","17,408.08","16,279.84"
"2014/12/11","17,180.49","17,289.73","17,043.63","17,257.40","-155.18","17,667.89","17,384.92","16,255.40"
"2014/12/10","17,623.35","17,658.14","17,308.82","17,412.58","-400.80","17,793.85","17,372.12","16,233.12"
"2014/12/09","17,820.24","17,892.16","17,773.30","17,813.38","-122.26","17,855.42","17,350.11","16,207.01"
"2014/12/08","18,004.66","18,030.83","17,869.74","17,935.64","+15.19","17,825.39","17,294.13","16,175.50"
"2014/12/05","17,821.85","17,922.29","17,759.36","17,920.45","+33.24","17,756.28","17,203.03","16,140.66"
