付け,始値,高値,安値,終値,出来高,前比%
2008/10/27,"7,568.36","7,878.97","7,141.27","7,162.90",-,-6.36%
2008/10/24,"8,391.04","8,391.04","7,647.07","7,649.08",-,-9.60%
2008/10/23,"8,547.79","8,547.79","8,016.61","8,460.98",-,-2.46%
2008/10/22,"9,198.14","9,198.14","8,674.69","8,674.69",-,-6.79%
2008/10/21,"9,139.26","9,358.51","9,135.41","9,306.25",-,3.34%
2008/10/20,"8,775.24","9,038.45","8,687.70","9,005.59",-,3.59%
2008/10/17,"8,579.57","8,763.71","8,539.51","8,693.82",-,2.78%
2008/10/16,"9,400.85","9,400.85","8,458.45","8,458.45",-,-11.41%
2008/10/15,"9,390.50","9,601.30","9,269.49","9,547.47",-,1.06%
2008/10/14,"8,407.94","9,455.62","8,407.94","9,447.57",-,14.15%
2008/10/10,"9,016.34","9,016.34","8,115.41","8,276.43",-,-9.62%
2008/10/09,"9,168.16","9,443.45","9,100.93","9,157.49",-,-0.50%
2008/10/08,"10,011.64","10,011.64","9,159.81","9,203.32",-,-9.38%
2008/10/07,"10,328.54","10,363.14","9,916.21","10,155.90",-,-3.03%
2008/10/06,"10,817.27","10,839.50","10,374.38","10,473.09",-,-4.25%
2008/10/03,"11,052.10","11,099.73","10,938.14","10,938.14",-,-1.94%
2008/10/02,"11,423.13","11,452.39","11,143.79","11,154.76",-,-1.88%
2008/10/01,"11,396.61","11,456.64","11,314.28","11,368.26",-,0.96%
2008/09/30,"11,565.70","11,565.70","11,160.83","11,259.86",-,-4.12%
2008/09/29,"11,883.25","12,062.67","11,721.05","11,743.61",-,-1.26%
2008/09/26,"12,026.34","12,082.64","11,788.73","11,893.16",-,-0.94%
2008/09/25,"11,925.71","12,025.41","11,835.28","12,006.53",-,-0.90%
2008/09/24,"12,031.98","12,115.03","11,904.60","12,115.03",-,0.20%
2008/09/22,"12,037.89","12,263.95","12,037.89","12,090.59",-,1.42%
2008/09/19,"11,631.60","11,920.86","11,615.20","11,920.86",-,3.76%
2008/09/18,"11,576.94","11,577.88","11,301.46","11,489.30",-,-2.22%
2008/09/17,"11,737.62","11,880.03","11,708.70","11,749.79",-,1.21%
2008/09/16,"12,028.45","12,028.45","11,551.40","11,609.72",-,-4.95%
2008/09/12,"12,256.78","12,277.57","12,059.09","12,214.76",-,0.93%
2008/09/11,"12,237.52","12,259.02","12,081.51","12,102.50",-,-1.98%
2008/09/10,"12,249.14","12,404.67","12,159.97","12,346.63",-,-0.44%
2008/09/09,"12,529.96","12,529.96","12,335.74","12,400.65",-,-1.77%
2008/09/08,"12,359.93","12,671.76","12,352.35","12,624.46",-,3.38%
2008/09/05,"12,385.65","12,385.65","12,163.33","12,212.23",-,-2.75%
2008/09/04,"12,627.64","12,660.57","12,514.26","12,557.66",-,-1.04%
2008/09/03,"12,703.36","12,767.50","12,647.29","12,689.59",-,0.64%
2008/09/02,"12,779.89","12,920.52","12,491.07","12,609.47",-,-1.75%
2008/09/01,"12,936.81","12,940.55","12,834.18","12,834.18",-,-1.83%
2008/08/29,"12,925.45","13,079.37","12,918.49","13,072.87",-,2.39%
2008/08/28,"12,827.72","12,847.46","12,718.53","12,768.25",-,0.12%
2008/08/27,"12,734.39","12,783.63","12,681.98","12,752.96",-,-0.20%
2008/08/26,"12,711.03","12,801.21","12,656.09","12,778.71",-,-0.78%
2008/08/25,"12,797.54","12,949.33","12,797.54","12,878.66",-,1.68%
2008/08/22,"12,727.37","12,732.69","12,631.94","12,666.04",-,-0.68%
2008/08/21,"12,885.34","12,885.34","12,723.83","12,752.21",-,-0.77%
2008/08/20,"12,753.98","12,923.66","12,753.98","12,851.69",-,-0.10%
2008/08/19,"13,016.50","13,016.50","12,782.10","12,865.05",-,-2.28%
2008/08/18,"12,971.49","13,270.37","12,934.22","13,165.45",-,1.12%
2008/08/15,"12,991.91","13,029.58","12,952.21","13,019.41",-,0.48%
2008/08/14,"12,942.61","13,090.68","12,926.98","12,956.80",-,-0.51%
2008/08/13,"13,205.64","13,205.64","12,953.34","13,023.05",-,-2.11%
2008/08/12,"13,397.99","13,420.10","13,276.15","13,303.60",-,-0.95%
2008/08/11,"13,259.46","13,468.81","13,259.46","13,430.91",-,1.99%
2008/08/08,"13,026.53","13,259.73","12,962.82","13,168.41",-,0.33%
2008/08/07,"13,257.99","13,257.99","13,034.15","13,124.99",-,-0.98%
2008/08/06,"13,059.43","13,295.51","13,048.97","13,254.89",-,2.63%
2008/08/05,"12,957.01","13,049.58","12,893.34","12,914.66",-,-0.14%
2008/08/04,"13,083.28","13,113.94","12,910.17","12,933.18",-,-1.23%
2008/08/01,"13,276.57","13,294.17","13,039.21","13,094.59",-,-2.11%
2008/07/31,"13,410.40","13,467.67","13,256.38","13,376.81",-,0.07%
2008/07/30,"13,267.37","13,372.28","13,264.08","13,367.79",-,1.58%
2008/07/29,"13,220.33","13,220.33","13,018.22","13,159.45",-,-1.46%
2008/07/28,"13,407.36","13,468.94","13,327.12","13,353.78",-,0.14%
2008/07/25,"13,452.37","13,469.83","13,324.22","13,334.76",-,-1.97%
2008/07/24,"13,411.28","13,603.31","13,393.57","13,603.31",-,2.18%
2008/07/23,"13,259.65","13,388.63","13,238.55","13,312.93",-,0.97%
2008/07/22,"12,944.56","13,184.96","12,921.02","13,184.96",-,2.98%
2008/07/18,"12,976.22","12,999.64","12,762.33","12,803.70",-,-0.65%
2008/07/17,"12,889.80","12,929.74","12,852.93","12,887.95",-,1.00%
2008/07/16,"12,725.12","12,815.40","12,671.34","12,760.80",-,0.05%
2008/07/15,"12,902.13","12,902.13","12,715.81","12,754.56",-,-1.96%
2008/07/14,"13,022.29","13,185.90","12,969.93","13,010.16",-,-0.23%
2008/07/11,"13,063.50","13,164.10","12,918.22","13,039.69",-,-0.21%
2008/07/10,"12,934.31","13,139.85","12,930.32","13,067.21",-,0.12%
2008/07/09,"13,169.89","13,284.65","13,038.77","13,052.13",-,0.15%
2008/07/08,"13,286.50","13,294.97","12,984.54","13,033.10",-,-2.45%
2008/07/07,"13,212.80","13,409.30","13,169.55","13,360.04",-,0.92%
2008/07/04,"13,285.49","13,288.55","13,135.46","13,237.89",-,-0.21%
2008/07/03,"13,161.78","13,326.95","13,118.89","13,265.40",-,-0.16%
2008/07/02,"13,489.87","13,489.87","13,247.05","13,286.37",-,-1.31%
2008/07/01,"13,514.86","13,576.41","13,448.35","13,463.20",-,-0.13%
2008/06/30,"13,584.51","13,598.48","13,454.28","13,481.38",-,-0.46%
2008/06/27,"13,605.26","13,605.56","13,453.35","13,544.36",-,-2.01%
2008/06/26,"13,845.41","13,950.56","13,798.05","13,822.32",-,-0.05%
2008/06/25,"13,820.78","13,833.23","13,635.68","13,829.92",-,-0.14%
2008/06/24,"13,766.28","13,877.49","13,738.39","13,849.56",-,-0.06%
2008/06/23,"13,769.44","13,920.75","13,667.84","13,857.47",-,-0.61%
2008/06/20,"14,171.02","14,190.00","13,903.21","13,942.08",-,-1.33%
2008/06/19,"14,324.71","14,324.71","14,069.16","14,130.17",-,-2.23%
2008/06/18,"14,301.36","14,469.99","14,301.36","14,452.82",-,0.73%
2008/06/17,"14,387.00","14,387.00","14,299.67","14,348.37",-,-0.04%
2008/06/16,"14,118.23","14,369.09","14,103.50","14,354.37",-,2.72%
2008/06/13,"14,011.12","14,041.34","13,810.38","13,973.73",-,0.61%
2008/06/12,"14,010.32","14,010.32","13,826.07","13,888.60",-,-2.08%
2008/06/11,"14,137.54","14,194.48","13,993.57","14,183.48",-,1.16%
2008/06/10,"14,281.36","14,308.89","13,983.56","14,021.17",-,-1.13%
2008/06/09,"14,275.34","14,278.84","14,117.79","14,181.38",-,-2.13%
2008/06/06,"14,530.36","14,601.27","14,489.44","14,489.44",-,1.03%
2008/06/05,"14,392.59","14,392.59","14,262.02","14,341.12",-,-0.65%
2008/06/04,"14,270.07","14,435.57","14,250.11","14,435.57",-,1.59%
2008/06/03,"14,275.61","14,289.47","14,127.75","14,209.17",-,-1.60%
2008/06/02,"14,342.96","14,461.03","14,189.97","14,440.14",-,0.71%
2008/05/30,"14,195.66","14,366.63","14,192.17","14,338.54",-,1.52%
2008/05/29,"13,832.65","14,147.89","13,832.65","14,124.47",-,3.03%
2008/05/28,"13,937.14","13,979.39","13,665.57","13,709.44",-,-1.32%
2008/05/27,"13,750.82","13,931.23","13,750.82","13,893.31",-,1.48%
2008/05/26,"13,875.98","13,883.51","13,670.92","13,690.19",-,-2.30%
2008/05/23,"13,945.10","14,157.24","13,925.38","14,012.20",-,0.24%
2008/05/22,"13,772.65","13,984.81","13,658.02","13,978.46",-,0.37%
2008/05/21,"14,002.52","14,041.24","13,847.18","13,926.30",-,-1.65%
2008/05/20,"14,220.12","14,286.67","14,121.92","14,160.09",-,-0.77%
2008/05/19,"14,294.52","14,343.19","14,219.08","14,269.61",-,0.35%
2008/05/16,"14,363.62","14,392.53","14,194.91","14,219.48",-,-0.23%
2008/05/15,"14,167.02","14,352.84","14,167.02","14,251.74",-,0.94%
2008/05/14,"13,961.96","14,121.94","13,877.40","14,118.55",-,1.18%
2008/05/13,"13,814.39","13,976.92","13,734.50","13,953.73",-,1.53%
2008/05/12,"13,565.91","13,793.41","13,540.68","13,743.36",-,0.64%
2008/05/09,"13,941.30","13,946.51","13,639.99","13,655.34",-,-2.06%
2008/05/08,"14,008.19","14,036.31","13,930.28","13,943.26",-,-1.13%
2008/05/07,"14,147.57","14,208.67","14,022.79","14,102.48",-,0.38%
2008/05/02,"13,944.26","14,072.92","13,944.26","14,049.26",-,2.05%
2008/05/01,"13,802.59","13,884.63","13,727.07","13,766.86",-,-0.60%
2008/04/30,"13,802.94","13,976.10","13,766.24","13,849.99",-,-0.32%
2008/04/28,"13,907.97","14,003.28","13,745.61","13,894.37",-,0.22%
2008/04/25,"13,614.53","13,886.37","13,614.53","13,863.47",-,2.38%
2008/04/24,"13,613.83","13,654.78","13,497.16","13,540.87",-,-0.28%
2008/04/23,"13,455.56","13,717.05","13,449.04","13,579.16",-,0.23%
2008/04/22,"13,587.51","13,608.17","13,519.12","13,547.82",-,-1.09%
2008/04/21,"13,639.85","13,739.44","13,639.77","13,696.55",-,1.63%
2008/04/18,"13,426.26","13,485.04","13,323.74","13,476.45",-,0.58%
2008/04/17,"13,315.83","13,495.94","13,313.06","13,398.30",-,1.92%
2008/04/16,"13,130.66","13,222.43","13,112.07","13,146.13",-,1.20%
2008/04/15,"12,952.65","13,052.82","12,875.92","12,990.58",-,0.57%
2008/04/14,"13,132.67","13,132.67","12,858.63","12,917.51",-,-3.05%
2008/04/11,"13,061.77","13,329.40","13,040.35","13,323.73",-,2.92%
2008/04/10,"13,029.81","13,062.46","12,898.49","12,945.30",-,-1.27%
2008/04/09,"13,295.16","13,348.38","12,998.54","13,111.89",-,-1.05%
2008/04/08,"13,373.96","13,402.91","13,225.76","13,250.43",-,-1.49%
2008/04/07,"13,240.56","13,485.90","13,228.86","13,450.23",-,1.18%
2008/04/04,"13,286.35","13,360.81","13,220.00","13,293.22",-,-0.72%
2008/04/03,"13,190.16","13,389.90","13,137.10","13,389.90",-,1.52%
2008/04/02,"12,836.41","13,189.36","12,836.41","13,189.36",-,4.21%
2008/04/01,"12,539.80","12,779.14","12,521.84","12,656.42",-,1.04%
2008/03/31,"12,709.28","12,709.28","12,430.63","12,525.54",-,-2.30%
2008/03/28,"12,594.34","12,874.45","12,507.68","12,820.47",-,1.71%
2008/03/27,"12,618.42","12,621.56","12,475.88","12,604.58",-,-0.80%
2008/03/26,"12,648.97","12,711.78","12,591.01","12,706.63",-,-0.30%
2008/03/25,"12,639.74","12,791.24","12,572.77","12,745.22",-,2.12%
2008/03/24,"12,473.06","12,582.46","12,438.20","12,480.09",-,-0.02%
2008/03/21,"12,331.64","12,496.41","12,308.03","12,482.57",-,1.81%
2008/03/19,"12,142.33","12,374.75","12,142.33","12,260.44",-,2.48%
2008/03/18,"11,828.99","11,995.06","11,793.60","11,964.16",-,1.50%
2008/03/17,"12,089.03","12,132.69","11,691.00","11,787.51",-,-3.71%
2008/03/14,"12,509.81","12,582.57","12,167.09","12,241.60",-,-1.54%
2008/03/13,"12,741.26","12,772.37","12,351.72","12,433.44",-,-3.33%
2008/03/12,"12,841.88","13,071.22","12,799.42","12,861.13",-,1.60%
2008/03/11,"12,392.31","12,674.89","12,352.79","12,658.28",-,1.01%
2008/03/10,"12,716.84","12,777.07","12,527.07","12,532.13",-,-1.96%
2008/03/07,"13,024.61","13,024.61","12,744.52","12,782.80",-,-3.27%
2008/03/06,"13,068.89","13,365.22","13,050.55","13,215.42",-,1.88%
2008/03/05,"12,973.03","13,044.01","12,919.81","12,972.06",-,-0.16%
2008/03/04,"13,080.29","13,110.39","12,883.07","12,992.28",-,0.00%
2008/03/03,"13,412.87","13,413.63","12,992.18","12,992.18",-,-4.49%
2008/02/29,"13,735.44","13,738.56","13,533.25","13,603.02",-,-2.32%
2008/02/28,"13,877.88","13,962.30","13,794.71","13,925.51",-,-0.75%
2008/02/27,"14,007.32","14,105.47","13,956.44","14,031.30",-,1.49%
2008/02/26,"14,036.89","14,053.85","13,803.46","13,824.72",-,-0.65%
2008/02/25,"13,612.31","13,969.18","13,612.31","13,914.57",-,3.07%
2008/02/22,"13,530.19","13,540.62","13,378.72","13,500.46",-,-1.37%
2008/02/21,"13,462.72","13,783.97","13,439.59","13,688.28",-,2.84%
2008/02/20,"13,729.75","13,729.75","13,310.37","13,310.37",-,-3.25%
2008/02/19,"13,761.76","13,853.21","13,691.88","13,757.91",-,0.99%
2008/02/15,"13,508.53","13,666.68","13,356.39","13,622.56",-,-0.03%
2008/02/14,"13,254.59","13,626.45","13,251.86","13,626.45",-,4.27%
2008/02/13,"13,162.95","13,240.26","13,036.62","13,068.30",-,0.36%
2008/02/12,"12,998.87","13,138.28","12,923.42","13,021.96",-,0.04%
2008/02/08,"13,143.08","13,279.52","12,997.88","13,017.24",-,-1.44%
2008/02/07,"13,077.25","13,244.19","12,972.55","13,207.15",-,0.82%
2008/02/06,"13,548.53","13,552.19","13,099.24","13,099.24",-,-4.70%
2008/02/05,"13,806.17","13,821.92","13,665.64","13,745.50",-,-0.82%
2008/02/04,"13,642.60","13,889.24","13,642.60","13,859.70",-,2.69%
2008/02/01,"13,517.74","13,648.39","13,444.08","13,497.16",-,-0.70%
2008/01/31,"13,227.48","13,622.68","13,154.77","13,592.47",-,1.85%
2008/01/30,"13,500.52","13,514.13","13,271.13","13,345.03",-,-0.99%
2008/01/29,"13,246.69","13,506.81","13,224.66","13,478.86",-,2.99%
2008/01/28,"13,482.84","13,501.86","13,087.91","13,087.91",-,-3.97%
2008/01/25,"13,258.77","13,647.16","13,248.89","13,629.16",-,4.10%
2008/01/24,"12,952.50","13,134.77","12,952.50","13,092.78",-,2.06%
2008/01/23,"12,756.31","13,063.78","12,619.78","12,829.06",-,2.04%
2008/01/22,"13,125.23","13,125.23","12,572.68","12,573.05",-,-5.65%
2008/01/21,"13,701.43","13,704.65","13,320.51","13,325.94",-,-3.86%
2008/01/18,"13,577.50","13,902.64","13,365.32","13,861.29",-,0.56%
2008/01/17,"13,596.38","13,803.08","13,472.45","13,783.45",-,2.07%
2008/01/16,"13,796.73","13,841.93","13,500.59","13,504.51",-,-3.35%
2008/01/15,"14,134.91","14,224.00","13,915.15","13,972.63",-,-0.98%
2008/01/11,"14,419.43","14,447.49","14,096.54","14,110.79",-,-1.93%
2008/01/10,"14,546.32","14,584.73","14,388.11","14,388.11",-,-1.45%
2008/01/09,"14,364.71","14,602.65","14,271.57","14,599.16",-,0.49%
2008/01/08,"14,429.30","14,547.80","14,365.86","14,528.67",-,0.19%
2008/01/07,"14,549.38","14,667.85","14,438.61","14,500.55",-,-1.30%
2008/01/04,"15,155.73","15,156.66","14,542.58","14,691.41",-,-4.03%
