"日付","始値","高値","安値","終値","前日比","5DMA","25DMA","75DMA"
"2016/12/30","18,997.68","19,176.81","18,991.59","19,114.37","-30.77","19,292.18","18,949.60","17,704.86"
"2016/12/29","19,301.04","19,301.04","19,092.22","19,145.14","-256.58","19,354.84","18,918.37","17,676.12"
"2016/12/28","19,392.11","19,442.13","19,364.73","19,401.72","-1.34","19,414.71","18,879.08","17,647.69"
"2016/12/27","19,353.43","19,478.58","19,352.06","19,403.06","+6.42","19,433.27","18,827.25","17,616.76"
"2016/12/26","19,394.41","19,432.48","19,385.94","19,396.64","-31.03","19,430.98","18,769.82","17,585.22"
"2016/12/22","19,396.85","19,427.67","19,327.51","19,427.67","-16.82","19,431.88","18,708.46","17,552.27"
"2016/12/21","19,547.28","19,592.90","19,375.19","19,444.49","-50.04","19,401.11","18,645.84","17,518.93"
"2016/12/20","19,367.84","19,511.20","19,356.81","19,494.53","+102.93","19,362.93","18,574.79","17,484.83"
"2016/12/19","19,345.84","19,399.26","19,307.14","19,391.60","-9.55","19,314.13","18,501.91","17,447.91"
"2016/12/16","19,438.39","19,439.97","19,360.36","19,401.15","+127.36","19,266.82","18,421.24","17,412.52"
"2016/12/15","19,327.70","19,436.90","19,192.60","19,273.79","+20.18","19,185.86","18,338.97","17,371.98"
"2016/12/14","19,270.01","19,284.28","19,184.75","19,253.61","+3.09","19,084.20","18,218.08","17,335.74"
"2016/12/13","19,120.76","19,253.51","19,060.72","19,250.52","+95.49","18,932.81","18,134.79","17,300.33"
"2016/12/12","19,183.82","19,280.93","19,054.00","19,155.03","+158.66","18,754.82","18,051.86","17,263.62"
"2016/12/09","18,839.98","19,042.48","18,821.41","18,996.37","+230.90","18,578.81","17,961.87","17,229.53"
"2016/12/08","18,674.19","18,765.47","18,614.01","18,765.47","+268.78","18,464.75","17,887.41","17,196.85"
"2016/12/07","18,434.54","18,502.47","18,410.88","18,496.69","+136.15","18,414.28","17,834.48","17,166.46"
"2016/12/06","18,457.20","18,484.80","18,318.99","18,360.54","+85.55","18,376.64","17,791.62","17,143.11"
"2016/12/05","18,349.92","18,365.74","18,227.39","18,274.99","-151.09","18,365.94","17,755.05","17,119.59"
"2016/12/02","18,435.55","18,469.68","18,315.38","18,426.08","-87.04","18,382.32","17,717.51","17,100.85"
"2016/12/01","18,535.24","18,746.28","18,469.27","18,513.12","+204.64","18,373.35","17,676.14","17,080.77"
"2016/11/30","18,356.03","18,370.31","18,280.66","18,308.48","+1.44","18,337.40","17,630.22","17,057.06"
"2016/11/29","18,263.63","18,327.51","18,258.82","18,307.04","-49.85","18,308.30","17,587.26","17,036.48"
"2016/11/28","18,302.58","18,374.93","18,222.82","18,356.89","-24.33","18,268.09","17,542.36","17,014.40"
"2016/11/25","18,387.59","18,482.94","18,288.50","18,381.22","+47.81","18,190.20","17,497.51","16,986.37"
"2016/11/24","18,329.78","18,382.72","18,310.31","18,333.41","+170.47","18,086.48","17,442.22","16,958.01"
"2016/11/22","18,091.05","18,175.63","18,050.55","18,162.94","+56.92","17,992.24","17,387.42","16,928.01"
"2016/11/21","18,038.09","18,129.03","18,007.79","18,106.02","+138.61","17,893.28","17,336.91","16,904.39"
"2016/11/18","18,024.21","18,043.72","17,967.41","17,967.41","+104.78","17,806.60","17,286.93","16,884.79"
"2016/11/17","17,766.61","17,884.06","17,764.08","17,862.63","+0.42","17,688.08","17,239.20","16,866.15"
"2016/11/16","17,832.51","17,886.44","17,807.47","17,862.21","+194.06","17,584.43","17,198.29","16,847.67"
"2016/11/15","17,690.22","17,727.58","17,605.77","17,668.15","-4.47","17,262.30","17,164.80","16,831.70"
"2016/11/14","17,467.49","17,697.33","17,455.78","17,672.62","+297.83","17,162.95","17,132.47","16,814.57"
"2016/11/11","17,526.61","17,621.73","17,333.49","17,374.79","+30.37","17,063.86","17,101.53","16,800.54"
"2016/11/10","16,562.86","17,393.82","16,560.66","17,344.42","+1,092.88","16,969.98","17,079.31","16,790.57"
"2016/11/09","17,281.95","17,427.71","16,111.81","16,251.54","-919.84","16,928.03","17,054.96","16,783.45"
"2016/11/08","17,242.70","17,247.04","17,130.83","17,171.38","-5.83","17,166.20","17,068.84","16,789.18"
"2016/11/07","17,126.03","17,186.89","17,056.84","17,177.21","+271.85","17,216.93","17,039.98","16,783.21"
"2016/11/04","16,964.50","16,996.09","16,801.98","16,905.36","-229.32","17,270.77","17,020.64","16,774.15"
"2016/11/02","17,238.00","17,283.60","17,080.59","17,134.68","-307.72","17,356.98","17,003.04","16,767.23"
"2016/11/01","17,380.54","17,473.12","17,339.64","17,442.40","+17.38","17,408.41","16,985.01","16,755.18"
"2016/10/31","17,360.89","17,433.13","17,327.62","17,425.02","-21.39","17,392.98","16,949.10","16,737.23"
"2016/10/28","17,448.25","17,461.03","17,406.72","17,446.41","+109.99","17,354.86","16,922.26","16,714.34"
"2016/10/27","17,346.39","17,414.21","17,278.12","17,336.42","-55.42","17,302.50","16,896.71","16,683.15"
"2016/10/26","17,329.03","17,391.84","17,295.46","17,391.84","+26.59","17,282.32","16,862.94","16,655.68"
"2016/10/25","17,298.63","17,381.80","17,298.63","17,365.25","+130.83","17,203.73","16,828.04","16,628.84"
"2016/10/24","17,216.56","17,244.74","17,162.21","17,234.42","+49.83","17,123.40","16,789.63","16,606.23"
"2016/10/21","17,283.75","17,288.89","17,151.98","17,184.59","-50.91","17,056.54","16,764.82","16,586.78"
"2016/10/20","16,999.36","17,235.50","16,992.14","17,235.50","+236.59","16,990.90","16,746.60","16,566.76"
"2016/10/19","16,952.91","17,016.66","16,938.46","16,998.91","+35.30","16,898.65","16,724.09","16,544.63"
"2016/10/18","16,862.31","16,966.90","16,844.17","16,963.61","+63.49","16,866.86","16,722.77","16,525.53"
"2016/10/17","16,871.84","16,954.44","16,821.49","16,900.12","+43.75","16,879.09","16,722.58","16,503.66"
"2016/10/14","16,751.04","16,866.56","16,727.78","16,856.37","+82.13","16,871.09","16,727.07","16,482.45"
"2016/10/13","16,923.82","16,974.25","16,739.73","16,774.24","-65.76","16,879.63","16,736.09","16,457.06"
"2016/10/12","16,850.73","16,951.54","16,839.41","16,840.00","-184.76","16,888.63","16,746.63","16,449.91"
"2016/10/11","16,936.31","17,074.46","16,931.12","17,024.76","+164.67","16,867.76","16,750.06","16,439.59"
"2016/10/07","16,883.12","16,895.13","16,820.21","16,860.09","-39.01","16,782.55","16,746.14","16,428.18"
"2016/10/06","16,913.60","16,971.28","16,888.77","16,899.10","+79.86","16,700.50","16,747.23","16,416.25"
"2016/10/05","16,787.89","16,844.35","16,728.19","16,819.24","+83.59","16,659.42","16,740.28","16,398.92"
"2016/10/04","16,661.51","16,747.20","16,637.82","16,735.65","+136.98","16,588.65","16,737.01","16,380.45"
"2016/10/03","16,566.03","16,652.16","16,554.83","16,598.67","+148.83","16,578.31","16,722.01","16,369.57"
"2016/09/30","16,474.45","16,497.55","16,407.78","16,449.84","-243.87","16,567.48","16,720.30","16,359.71"
"2016/09/29","16,606.30","16,756.43","16,584.14","16,693.71","+228.31","16,628.32","16,726.20","16,353.97"
"2016/09/28","16,504.99","16,515.84","16,385.03","16,465.40","-218.53","16,651.10","16,718.35","16,352.74"
"2016/09/27","16,390.91","16,683.93","16,285.41","16,683.93","+139.37","16,656.45","16,723.66","16,355.45"
"2016/09/26","16,707.45","16,707.45","16,514.93","16,544.56","-209.46","16,623.52","16,718.14","16,357.40"
"2016/09/23","16,759.84","16,808.59","16,725.53","16,754.02","-53.60","16,595.61","16,715.79","16,359.15"
"2016/09/21","16,471.85","16,823.63","16,399.65","16,807.62","+315.47","16,567.66","16,715.46","16,356.83"
"2016/09/20","16,403.22","16,591.70","16,403.22","16,492.15","-27.14","16,551.94","16,707.01","16,354.63"
"2016/09/16","16,458.74","16,532.84","16,415.86","16,519.29","+114.28","16,588.10","16,722.11","16,355.56"
