"日付","始値","高値","安値","終値","前日比","5DMA","25DMA","75DMA"
"2015/12/30","19,070.83","19,113.18","19,017.27","19,033.71","+51.48","18,889.60","19,307.10","18,826.77"
"2015/12/29","18,843.39","18,991.01","18,783.36","18,982.23","+108.88","18,860.20","19,342.74","18,811.13"
"2015/12/28","18,838.91","18,922.90","18,764.54","18,873.35","+104.29","18,846.96","19,378.65","18,795.26"
"2015/12/25","18,823.91","18,870.70","18,744.44","18,769.06","-20.63","18,869.65","19,418.10","18,786.05"
"2015/12/24","19,071.41","19,071.41","18,780.94","18,789.69","-97.01","18,986.55","19,453.31","18,777.06"
"2015/12/22","18,927.86","18,943.46","18,824.65","18,886.70","-29.32","19,038.59","19,486.95","18,768.74"
"2015/12/21","18,845.50","18,979.83","18,651.13","18,916.02","-70.78","18,974.43","19,507.23","18,768.79"
"2015/12/18","19,320.46","19,869.08","18,982.25","18,986.80","-366.76","18,967.91","19,534.46","18,771.73"
"2015/12/17","19,364.57","19,507.17","19,325.15","19,353.56","+303.65","19,016.65","19,562.90","18,766.23"
"2015/12/16","18,868.20","19,054.89","18,859.11","19,049.91","+484.01","18,955.25","19,576.41","18,753.21"
"2015/12/15","18,869.04","18,897.87","18,562.51","18,565.90","-317.52","19,005.48","19,601.27","18,736.63"
"2015/12/14","18,887.09","18,911.78","18,611.09","18,883.42","-347.06","19,190.82","19,644.34","18,736.30"
"2015/12/11","19,020.75","19,282.21","19,020.75","19,230.48","+183.93","19,353.77","19,659.63","18,743.66"
"2015/12/10","19,070.02","19,125.06","19,025.78","19,046.55","-254.52","19,408.57","19,655.07","18,754.37"
"2015/12/09","19,391.50","19,475.40","19,260.12","19,301.07","-191.53","19,587.24","19,650.28","18,770.05"
"2015/12/08","19,689.87","19,764.21","19,475.28","19,492.60","-205.55","19,714.65","19,625.57","18,786.76"
"2015/12/07","19,710.39","19,811.51","19,677.21","19,698.15","+193.67","19,818.61","19,609.19","18,801.80"
"2015/12/04","19,616.52","19,660.90","19,444.54","19,504.48","-435.42","19,828.47","19,578.69","18,812.75"
"2015/12/03","19,894.63","19,967.88","19,862.74","19,939.90","+1.77","19,904.36","19,554.63","18,827.30"
"2015/12/02","19,957.50","20,002.12","19,926.22","19,938.13","-74.27","19,905.27","19,508.12","18,833.34"
"2015/12/01","19,799.08","20,012.40","19,797.55","20,012.40","+264.93","19,887.16","19,468.48","18,843.77"
"2015/11/30","19,857.38","19,867.95","19,707.67","19,747.47","-136.47","19,869.65","19,420.99","18,854.39"
"2015/11/27","19,994.05","19,994.05","19,831.25","19,883.94","-60.47","19,896.12","19,368.53","18,867.42"
"2015/11/26","19,929.97","19,992.44","19,926.10","19,944.41","+96.83","19,891.30","19,315.34","18,877.82"
"2015/11/25","19,856.84","19,871.75","19,786.53","19,847.58","-77.31","19,832.25","19,245.85","18,886.75"
"2015/11/24","19,875.99","19,954.00","19,834.76","19,924.89","+45.08","19,788.86","19,177.20","18,895.72"
"2015/11/20","19,800.20","19,879.81","19,715.74","19,879.81","+20.00","19,682.62","19,111.87","18,904.03"
