"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2021/09/13","13,205.0","13,270.0","13,155.0","13,245.0","-10.0","1,067,600","-","-","-","-","13,250.00","12,682.80","12,685.33","1,532,420","1,165,840","1,333,569"
"2021/09/10","13,050.0","13,255.0","12,980.0","13,255.0","+145.0","1,740,900","100","24,100","241.00","-","13,209.00","12,665.80","12,675.93","1,599,480","1,157,912","1,334,433"
"2021/09/09","13,200.0","13,315.0","13,055.0","13,110.0","-215.0","1,315,700","1,700","36,900","21.71","-","13,127.00","12,647.20","12,665.93","1,545,740","1,122,716","1,324,782"
"2021/09/08","13,210.0","13,345.0","13,210.0","13,325.0","+10.0","1,552,700","0","27,700","0.00","-","13,052.00","12,628.40","12,655.46","1,496,760","1,098,544","1,320,852"
"2021/09/07","13,150.0","13,325.0","13,085.0","13,315.0","+275.0","1,985,200","100","22,200","222.00","-","12,925.00","12,600.00","12,641.53","1,428,560","1,075,308","1,316,394"
"2021/09/06","13,030.0","13,060.0","12,940.0","13,040.0","+195.0","1,402,900","4,500","24,400","5.42","-","12,786.00","12,569.80","12,627.60","1,320,480","1,050,044","1,308,506"
"2021/09/03","12,735.0","12,910.0","12,665.0","12,845.0","+110.0","1,472,200","6,200","25,300","4.08","-","12,677.00","12,537.80","12,614.40","1,212,380","1,047,056","1,311,217"
"2021/09/02","12,690.0","12,740.0","12,560.0","12,735.0","+45.0","1,070,800","5,100","28,900","5.67","-","12,588.00","12,520.20","12,606.60","1,098,620","1,041,384","1,317,445"
"2021/09/01","12,550.0","12,695.0","12,550.0","12,690.0","+70.0","1,211,700","4,000","27,000","6.75","-","12,531.00","12,503.40","12,594.80","1,021,260","1,088,752","1,326,792"
"2021/08/31","12,565.0","12,720.0","12,455.0","12,620.0","+125.0","1,444,800","100","28,700","287.00","-","12,474.00","12,503.80","12,585.20","923,100","1,125,492","1,331,837"
"2021/08/30","12,605.0","12,625.0","12,460.0","12,495.0","+95.0","862,400","1,500","30,700","20.47","-","12,444.00","12,502.20","12,573.80","874,120","1,220,856","1,342,169"
"2021/08/27","12,360.0","12,430.0","12,270.0","12,400.0","-50.0","903,400","0","31,200","0.00","-","12,372.00","12,522.40","12,566.80","888,800","1,257,304","1,363,037"
"2021/08/26","12,450.0","12,485.0","12,365.0","12,450.0","+45.0","684,000","1,000","29,400","29.40","-","12,300.00","12,534.00","12,562.40","932,240","1,270,588","1,386,272"
"2021/08/25","12,560.0","12,655.0","12,375.0","12,405.0","-65.0","720,900","1,000","30,700","30.70","-","12,240.00","12,546.40","12,562.93","972,320","1,288,244","1,397,598"
"2021/08/24","12,335.0","12,545.0","12,310.0","12,470.0","+335.0","1,199,900","4,300","29,800","6.93","-","12,227.00","12,572.00","12,563.53","1,040,800","1,304,852","1,413,604"
"2021/08/23","12,185.0","12,275.0","12,090.0","12,135.0","+95.0","935,800","100","30,700","307.00","-","12,166.00","12,595.00","12,566.06","1,026,240","1,305,792","1,425,818"
"2021/08/20","12,145.0","12,310.0","12,030.0","12,040.0","-110.0","1,120,600","2,500","33,500","13.40","-","12,207.00","12,637.20","12,573.00","1,145,420","1,308,996","1,457,341"
"2021/08/19","12,185.0","12,315.0","12,145.0","12,150.0","-190.0","884,400","1,200","32,900","27.42","-","12,350.00","12,683.20","12,588.66","1,108,440","1,312,856","1,472,284"
"2021/08/18","12,175.0","12,420.0","12,120.0","12,340.0","+175.0","1,063,300","0","30,900","0.00","-","12,501.00","12,721.80","12,602.86","1,110,540","1,360,140","1,488,477"
"2021/08/17","12,365.0","12,420.0","12,165.0","12,165.0","-175.0","1,127,100","0","32,200","0.00","-","12,640.00","12,730.60","12,611.46","1,131,880","1,415,460","1,505,813"
"2021/08/16","12,700.0","12,710.0","12,315.0","12,340.0","-415.0","1,531,700","0","37,600","0.00","-","12,768.00","12,758.20","12,626.00","1,075,940","1,419,488","1,583,853"
"2021/08/13","12,920.0","12,925.0","12,735.0","12,755.0","-150.0","935,700","100","30,600","306.00","-","12,864.00","12,780.60","12,647.73","943,480","1,404,060","1,589,202"
"2021/08/12","13,020.0","13,135.0","12,895.0","12,905.0","-130.0","894,900","1,100","29,100","26.45","-","12,871.00","12,783.40","12,655.93","928,540","1,388,588","1,597,365"
"2021/08/11","12,845.0","13,040.0","12,835.0","13,035.0","+230.0","1,170,000","3,100","27,800","8.97","-","12,818.00","12,781.60","12,665.60","891,840","1,381,268","1,608,453"
"2021/08/10","12,855.0","12,965.0","12,755.0","12,805.0","-15.0","847,400","100","31,500","315.00","-","12,734.00","12,773.00","12,678.60","852,200","1,380,428","1,610,524"
"2021/08/06","12,800.0","12,840.0","12,690.0","12,820.0","+30.0","869,400","4,800","33,100","6.90","-","12,685.00","12,771.20","12,693.93","953,440","1,394,504","1,618,450"
"2021/08/05","12,700.0","12,790.0","12,660.0","12,790.0","+150.0","861,000","100","37,700","377.00","-","12,569.00","12,773.40","12,706.86","1,045,200","1,424,008","1,633,508"
"2021/08/04","12,645.0","12,685.0","12,570.0","12,640.0","+25.0","711,400","800","40,400","50.50","-","12,492.00","12,775.60","12,717.93","1,139,080","1,432,180","1,651,970"
"2021/08/03","12,600.0","12,680.0","12,515.0","12,615.0","+55.0","971,800","2,200","38,700","17.59","-","12,427.00","12,785.60","12,733.60","1,447,800","1,440,620","1,656,345"
"2021/08/02","12,415.0","12,580.0","12,285.0","12,560.0","+320.0","1,353,600","2,700","37,900","14.04","-","12,444.00","12,798.20","12,751.93","1,679,480","1,449,888","1,657,160"
"2021/07/30","12,345.0","12,430.0","12,220.0","12,240.0","-165.0","1,328,200","0","40,600","0.00","-","12,448.00","12,806.40","12,773.53","2,174,540","1,433,812","1,659,929"
"2021/07/29","12,365.0","12,465.0","12,305.0","12,405.0","+90.0","1,330,400","0","45,400","0.00","-","12,600.00","12,827.00","12,797.73","2,263,620","1,421,296","1,658,533"
"2021/07/28","12,510.0","12,550.0","12,230.0","12,315.0","-385.0","2,255,000","800","78,300","97.88","-","12,657.00","12,841.40","12,818.20","2,244,640","1,432,288","1,655,901"
"2021/07/27","12,660.0","12,745.0","12,480.0","12,700.0","+120.0","2,130,200","500","57,200","114.40","-","12,746.00","12,844.00","12,838.00","2,018,720","1,436,344","1,646,241"
"2021/07/26","13,300.0","13,365.0","12,535.0","12,580.0","-420.0","3,828,900","5,400","59,500","11.02","-","12,815.00","12,850.00","12,855.53","1,819,900","1,482,060","1,637,754"
"2021/07/21","12,865.0","13,115.0","12,860.0","13,000.0","+310.0","1,773,600","5,200","66,200","12.73","-","12,908.00","12,839.80","12,875.06","1,298,800","1,377,664","1,607,220"
"2021/07/20","12,670.0","12,755.0","12,535.0","12,690.0","-70.0","1,235,500","300","40,500","135.00","-","12,946.00","12,820.00","12,885.73","1,147,260","1,367,680","1,603,978"
"2021/07/19","12,905.0","12,990.0","12,750.0","12,760.0","-285.0","1,125,400","200","39,300","196.50","-","13,046.00","12,813.80","12,895.66","1,143,580","1,378,976","1,620,568"
"2021/07/16","12,955.0","13,150.0","12,935.0","13,045.0","0.0","1,136,100","100","33,700","337.00","-","13,117.00","12,803.20","12,903.53","1,331,800","1,377,140","1,621,365"
"2021/07/15","13,300.0","13,375.0","12,995.0","13,045.0","-145.0","1,223,400","100","43,600","436.00","-","13,020.00","12,771.80","12,907.66","1,593,840","1,381,052","1,634,400"
"2021/07/14","13,080.0","13,285.0","13,055.0","13,190.0","0.0","1,015,900","1,100","37,000","33.64","-","12,982.00","12,740.40","12,912.00","1,594,720","1,380,484","1,640,609"
"2021/07/13","13,100.0","13,290.0","13,075.0","13,190.0","+75.0","1,217,100","4,300","31,000","7.21","-","12,924.00","12,703.80","12,910.46","1,620,740","1,395,608","1,655,901"
"2021/07/12","12,790.0","13,115.0","12,745.0","13,115.0","+555.0","2,066,500","4,300","63,900","14.86","-","12,851.00","12,676.80","12,910.66","1,487,100","1,392,504","1,666,102"
"2021/07/09","12,695.0","12,695.0","12,255.0","12,560.0","-295.0","2,446,300","900","58,000","64.44","-","12,800.00","12,653.00","12,912.53","1,216,180","1,355,660","1,661,218"
"2021/07/08","12,885.0","13,020.0","12,855.0","12,855.0","-45.0","1,227,800","2,100","35,700","17.00","-","12,852.00","12,655.80","12,922.40","956,720","1,306,252","1,648,929"
