"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2021/09/10","2,700.0","2,715.0","2,693.0","2,708.5","+19.5","4,588,800","89,800","89,600","1.00","-","2,678.30","2,615.48","2,584.59","3,773,820","3,272,600","3,650,033"
"2021/09/09","2,683.5","2,694.0","2,675.5","2,689.0","-0.5","3,613,000","90,400","89,700","0.99","-","2,667.20","2,612.14","2,582.96","3,635,180","3,214,852","3,620,064"
"2021/09/08","2,655.5","2,689.5","2,650.5","2,689.5","+34.0","4,038,100","93,100","64,500","0.69","-","2,654.30","2,609.64","2,581.87","3,525,220","3,225,112","3,608,409"
"2021/09/07","2,664.5","2,666.5","2,647.0","2,655.5","+6.5","3,174,700","23,700","68,300","2.88","-","2,648.60","2,606.76","2,580.10","3,475,120","3,214,960","3,591,286"
"2021/09/06","2,650.0","2,669.5","2,640.0","2,649.0","-4.0","3,454,500","32,000","68,500","2.14","-","2,639.80","2,603.82","2,578.70","3,641,700","3,275,992","3,580,793"
"2021/09/03","2,636.5","2,656.0","2,606.0","2,653.0","+28.5","3,895,600","30,500","67,500","2.21","-","2,623.60","2,597.72","2,577.14","4,408,460","3,329,308","3,569,582"
"2021/09/02","2,652.0","2,678.0","2,614.5","2,624.5","-36.5","3,063,200","3,100","77,000","24.84","-","2,602.50","2,591.64","2,575.66","4,191,480","3,436,208","3,553,553"
"2021/09/01","2,607.5","2,661.0","2,607.0","2,661.0","+49.5","3,787,600","22,000","66,700","3.03","-","2,594.40","2,590.44","2,574.22","4,128,020","3,444,480","3,539,632"
"2021/08/31","2,555.5","2,625.0","2,552.0","2,611.5","+43.5","4,007,600","1,800","72,200","40.11","-","2,577.80","2,589.58","2,572.42","3,732,200","3,426,380","3,532,350"
"2021/08/30","2,561.5","2,586.0","2,559.0","2,568.0","+20.5","7,288,300","400","71,600","179.00","-","2,572.40","2,589.94","2,570.64","3,558,220","3,431,948","3,559,824"
"2021/08/27","2,579.0","2,581.0","2,543.0","2,547.5","-36.5","2,810,700","2,700","70,300","26.04","-","2,571.10","2,592.36","2,570.47","2,692,200","3,459,820","3,516,000"
"2021/08/26","2,592.5","2,603.0","2,570.5","2,584.0","+6.0","2,745,900","1,300","62,900","48.38","-","2,568.10","2,598.78","2,571.16","2,762,160","4,129,320","3,522,824"
"2021/08/25","2,579.5","2,598.5","2,572.5","2,578.0","-6.5","1,808,500","300","67,200","224.00","-","2,561.10","2,594.58","2,571.66","3,049,640","4,189,124","3,524,578"
"2021/08/24","2,562.0","2,589.0","2,559.0","2,584.5","+23.0","3,137,700","7,300","70,100","9.60","-","2,571.50","2,592.04","2,572.00","3,173,360","4,249,376","3,539,198"
"2021/08/23","2,540.0","2,572.0","2,535.5","2,561.5","+29.0","2,958,200","4,900","67,800","13.84","-","2,573.50","2,590.04","2,571.83","2,988,660","4,241,692","3,568,634"
"2021/08/20","2,538.0","2,557.5","2,528.5","2,532.5","-16.5","3,160,500","7,900","70,300","8.90","-","2,578.30","2,590.20","2,572.38","3,004,280","4,263,004","3,577,566"
"2021/08/19","2,575.0","2,578.5","2,548.0","2,549.0","-81.0","4,183,300","3,300","74,500","22.58","-","2,599.40","2,590.70","2,573.19","2,807,960","4,285,592","3,603,716"
"2021/08/18","2,591.5","2,630.0","2,589.5","2,630.0","+35.5","2,427,100","7,300","71,100","9.74","-","2,616.60","2,588.94","2,574.10","2,499,080","4,239,592","3,696,038"
"2021/08/17","2,585.5","2,607.0","2,580.5","2,594.5","+9.0","2,214,200","8,200","67,300","8.21","-","2,615.00","2,582.82","2,574.39","2,578,880","4,367,988","3,761,966"
"2021/08/16","2,598.5","2,617.0","2,583.5","2,585.5","-52.5","3,036,300","7,200","69,000","9.58","-","2,619.10","2,577.64","2,574.28","2,686,340","4,432,392","3,799,373"
"2021/08/13","2,643.0","2,652.0","2,631.5","2,638.0","+3.0","2,178,900","1,300","62,500","48.08","-","2,626.10","2,573.30","2,573.57","2,484,240","4,446,316","3,791,078"
"2021/08/12","2,634.0","2,650.0","2,628.5","2,635.0","+13.0","2,638,900","4,100","62,000","15.12","-","2,623.50","2,567.54","2,571.54","2,677,480","4,432,420","3,816,100"
"2021/08/11","2,608.0","2,624.0","2,590.5","2,622.0","+7.0","2,826,100","2,600","55,900","21.50","-","2,621.80","2,561.50","2,570.48","2,923,600","4,433,028","3,824,581"
"2021/08/10","2,648.5","2,649.0","2,601.0","2,615.0","-5.5","2,751,500","7,300","55,400","7.59","-","2,620.90","2,556.38","2,570.16","3,115,240","4,437,640","3,816,977"
"2021/08/06","2,599.5","2,624.5","2,594.0","2,620.5","-4.5","2,025,800","44,600","56,000","1.26","-","2,614.30","2,551.34","2,569.82","3,505,040","4,425,100","3,827,429"
"2021/08/05","2,628.0","2,647.5","2,615.5","2,625.0","-1.5","3,145,100","4,600","55,600","12.09","-","2,589.50","2,547.04","2,569.68","4,057,360","4,475,364","3,847,724"
"2021/08/04","2,650.0","2,679.5","2,620.0","2,626.5","+9.0","3,869,500","23,700","47,000","1.98","-","2,564.70","2,542.78","2,569.57","4,741,960","4,510,244","3,879,226"
"2021/08/03","2,576.0","2,617.5","2,568.5","2,617.5","+35.5","3,784,300","3,300","66,900","20.27","-","2,558.30","2,541.62","2,568.58","4,622,060","4,507,300","3,877,556"
"2021/08/02","2,534.0","2,589.5","2,526.5","2,582.0","+85.5","4,700,500","12,600","70,400","5.59","-","2,562.70","2,541.12","2,568.36","4,532,220","4,445,744","3,877,949"
"2021/07/30","2,500.0","2,522.0","2,491.0","2,496.5","-4.5","4,787,400","1,200","71,000","59.17","-","2,570.40","2,540.96","2,568.28","4,421,480","4,330,672","3,885,525"
"2021/07/29","2,590.5","2,602.0","2,491.5","2,501.0","-93.5","6,568,100","1,200","98,600","82.17","-","2,596.80","2,544.84","2,568.99","5,061,020","4,260,332","3,884,322"
"2021/07/28","2,611.0","2,641.5","2,590.5","2,594.5","-45.0","3,270,000","100","60,700","607.00","-","2,638.20","2,548.58","2,569.24","7,657,040","4,125,000","3,844,852"
"2021/07/27","2,640.0","2,645.0","2,620.0","2,639.5","+19.0","3,335,100","15,100","40,800","2.70","-","2,615.10","2,546.62","2,568.06","7,851,240","4,150,648","3,865,116"
"2021/07/26","2,651.0","2,665.0","2,618.5","2,620.5","-8.0","4,146,800","20,000","55,700","2.79","-","2,590.10","2,544.24","2,566.84","7,847,180","4,226,836","3,853,000"
"2021/07/21","2,700.5","2,704.0","2,616.5","2,628.5","-79.5","7,985,100","9,800","109,600","11.18","-","2,572.90","2,544.84","2,565.63","7,606,940","4,143,944","3,856,213"
"2021/07/20","2,604.0","2,708.0","2,602.5","2,708.0","+229.0","19,548,200","97,500","33,300","0.34","-","2,560.30","2,544.72","2,563.92","6,708,120","3,923,700","3,831,464"
"2021/07/19","2,485.0","2,498.0","2,447.5","2,479.0","-35.5","4,241,000","67,700","80,200","1.18","-","2,527.70","2,541.32","2,561.18","3,543,520","3,259,232","3,639,882"
"2021/07/16","2,520.0","2,532.0","2,497.0","2,514.5","-20.0","3,314,800","51,600","66,400","1.29","-","2,532.90","2,546.14","2,561.96","3,301,980","3,165,288","3,637,418"
"2021/07/15","2,553.0","2,559.5","2,525.0","2,534.5","-31.0","2,945,600","53,600","65,000","1.21","-","2,525.40","2,549.86","2,562.11","3,766,420","3,192,972","3,683,878"
"2021/07/14","2,537.5","2,573.0","2,526.5","2,565.5","+20.5","3,491,000","56,500","61,300","1.08","-","2,511.50","2,554.22","2,561.32","3,942,160","3,211,312","3,726,012"
