"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2021/09/10","8,456.0","8,565.0","8,399.0","8,502.0","+128.0","1,060,300","83,600","10,400","0.12","-","8,409.80","7,685.28","7,631.20","877,620","629,756","628,404"
"2021/09/09","8,425.0","8,430.0","8,348.0","8,374.0","-51.0","697,600","85,700","10,700","0.12","0.10","8,308.00","7,636.20","7,623.14","785,620","609,564","620,770"
"2021/09/08","8,448.0","8,454.0","8,342.0","8,425.0","+26.0","650,500","75,400","6,500","0.09","0.15","8,207.60","7,588.76","7,615.96","752,960","604,588","617,628"
"2021/09/07","8,444.0","8,512.0","8,382.0","8,399.0","+50.0","929,400","72,300","6,500","0.09","0.15","8,088.20","7,539.04","7,609.45","776,680","598,580","616,801"
"2021/09/06","8,050.0","8,362.0","8,016.0","8,349.0","+356.0","1,050,300","70,500","14,100","0.20","0.15","7,936.60","7,494.76","7,601.18","725,040","588,092","611,746"
"2021/09/03","7,903.0","8,000.0","7,843.0","7,993.0","+121.0","600,300","56,400","22,800","0.40","0.15","7,780.20","7,443.24","7,595.02","602,960","571,852","606,300"
"2021/09/02","7,828.0","7,935.0","7,826.0","7,872.0","+44.0","534,300","49,900","26,500","0.53","0.15","7,696.80","7,407.92","7,592.96","569,340","567,308","606,772"
"2021/09/01","7,591.0","7,856.0","7,589.0","7,828.0","+187.0","769,100","50,200","21,100","0.42","0.15","7,646.80","7,379.44","7,590.18","581,840","568,968","606,092"
"2021/08/31","7,571.0","7,679.0","7,507.0","7,641.0","+74.0","671,200","28,300","23,100","0.82","-","7,581.00","7,355.92","7,590.54","521,100","552,992","608,925"
"2021/08/30","7,657.0","7,660.0","7,512.0","7,567.0","-9.0","439,900","27,600","17,500","0.63","-","7,550.60","7,339.52","7,589.38","489,000","546,844","610,624"
"2021/08/27","7,551.0","7,650.0","7,533.0","7,576.0","-46.0","432,200","22,300","30,700","1.38","-","7,518.00","7,326.44","7,593.61","484,220","547,576","619,672"
"2021/08/26","7,491.0","7,657.0","7,474.0","7,622.0","+123.0","596,800","47,700","32,900","0.69","-","7,438.80","7,310.40","7,595.80","480,440","555,764","629,794"
"2021/08/25","7,448.0","7,539.0","7,428.0","7,499.0","+10.0","465,400","51,500","30,200","0.59","0.10","7,351.40","7,296.56","7,602.05","432,300","557,504","632,821"
"2021/08/24","7,412.0","7,562.0","7,407.0","7,489.0","+85.0","510,700","48,200","36,200","0.75","-","7,296.40","7,285.24","7,609.38","420,100","570,168","634,904"
"2021/08/23","7,256.0","7,439.0","7,256.0","7,404.0","+224.0","416,000","39,600","10,200","0.26","0.05","7,243.20","7,278.28","7,618.73","372,360","563,316","640,660"
"2021/08/20","7,184.0","7,263.0","7,165.0","7,180.0","-5.0","413,300","18,600","12,200","0.66","-","7,207.20","7,277.08","7,627.02","377,080","566,284","643,010"
"2021/08/19","7,180.0","7,240.0","7,165.0","7,185.0","-39.0","356,100","14,700","6,500","0.44","-","7,253.00","7,285.76","7,640.04","395,900","566,188","645,485"
"2021/08/18","7,192.0","7,312.0","7,192.0","7,224.0","+1.0","404,400","14,000","6,800","0.49","-","7,305.20","7,294.80","7,652.18","396,400","584,012","647,701"
"2021/08/17","7,258.0","7,328.0","7,223.0","7,223.0","-1.0","272,000","13,700","6,200","0.45","-","7,355.60","7,295.16","7,663.86","438,780","614,060","650,832"
"2021/08/16","7,333.0","7,350.0","7,192.0","7,224.0","-185.0","439,600","13,500","6,400","0.47","-","7,403.20","7,301.40","7,673.85","593,920","632,340","652,790"
"2021/08/13","7,489.0","7,510.0","7,390.0","7,409.0","-37.0","507,400","12,400","7,600","0.61","-","7,511.20","7,314.04","7,684.18","806,900","648,360","656,118"
"2021/08/12","7,508.0","7,552.0","7,444.0","7,446.0","-30.0","358,600","12,200","6,700","0.55","-","7,484.40","7,322.68","7,690.58","816,520","650,500","662,193"
"2021/08/11","7,520.0","7,539.0","7,402.0","7,476.0","+15.0","616,300","12,900","6,300","0.49","-","7,432.80","7,332.64","7,699.84","859,440","649,892","665,628"
