"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","5DMA","25DMA","75DMA","5DVMA","25DVMA","75DVMA"
"2021/09/10","3,480.0","3,529.0","3,476.0","3,528.0","+61.0","2,463,300","77,900","75,900","0.97","-","3,455.80","3,180.38","2,906.54","1,943,740","1,703,536","1,843,277"
"2021/09/09","3,444.0","3,480.0","3,442.0","3,467.0","+38.0","1,671,200","78,300","73,100","0.93","-","3,421.00","3,157.78","2,892.46","1,842,820","1,648,324","1,820,646"
"2021/09/08","3,401.0","3,440.0","3,385.0","3,429.0","-1.0","2,047,400","63,900","3,900","0.06","0.05","3,387.00","3,136.64","2,879.47","1,856,600","1,651,200","1,816,956"
"2021/09/07","3,450.0","3,475.0","3,419.0","3,430.0","+5.0","1,717,900","45,900","62,500","1.36","-","3,350.00","3,115.80","2,866.11","1,820,320","1,657,904","1,809,934"
"2021/09/06","3,384.0","3,437.0","3,383.0","3,425.0","+71.0","1,818,900","67,400","16,300","0.24","0.05","3,312.80","3,097.70","2,852.80","1,885,600","1,752,308","1,807,813"
"2021/09/03","3,319.0","3,366.0","3,306.0","3,354.0","+57.0","1,958,700","53,100","72,100","1.36","-","3,268.20","3,072.14","2,839.99","1,858,280","1,760,064","1,806,770"
"2021/09/02","3,238.0","3,306.0","3,234.0","3,297.0","+53.0","1,740,100","108,200","58,100","0.54","0.05","3,229.40","3,051.30","2,828.48","1,835,880","1,753,352","1,831,533"
"2021/09/01","3,232.0","3,275.0","3,228.0","3,244.0","0.0","1,866,000","92,600","77,800","0.84","-","3,201.80","3,034.88","2,816.36","1,881,440","1,735,952","1,842,124"
"2021/08/31","3,205.0","3,257.0","3,175.0","3,244.0","+42.0","2,044,300","113,000","61,400","0.54","0.05","3,178.00","3,020.12","2,805.38","1,812,060","1,706,448","1,843,236"
"2021/08/30","3,200.0","3,228.0","3,164.0","3,202.0","+42.0","1,682,300","111,000","51,200","0.46","0.05","3,161.80","3,005.60","2,793.89","1,795,340","1,684,936","1,840,089"
"2021/08/27","3,143.0","3,171.0","3,121.0","3,160.0","+1.0","1,846,700","99,100","47,700","0.48","0.05","3,140.60","2,991.56","2,783.43","1,770,820","1,670,628","1,858,890"
"2021/08/26","3,103.0","3,161.0","3,084.0","3,159.0","+34.0","1,967,900","117,600","47,500","0.40","0.05","3,129.00","2,978.72","2,773.43","1,832,860","1,648,960","1,907,136"
